CustomerID,Recency,Frequency,Monetary,AvgBasketValue,DistinctProducts,TotalItems,TenureDays,CancellationRate,PrimaryCountry,Cluster
12417,3,12,3578.8,298.2333333333333,158,1539,354,0.0303030303030303,Belgium,0
12418,113,1,668.58,668.58,34,407,0,0.0,Switzerland,2
12420,64,1,600.39,600.39,29,345,0,0.0,Cyprus,2
12421,16,5,806.27,161.254,33,483,303,0.0217391304347826,Spain,0
12422,96,3,803.5600000000001,267.8533333333333,39,370,229,0.0,Australia,0
12423,1,9,1849.11,205.45666666666665,97,1327,352,0.0079365079365079,Belgium,0
12424,163,2,1760.96,880.48,30,740,0,0.0,Australia,2
12425,78,1,777.2,777.2,36,496,0,0.0,Portugal,2
12426,195,1,582.73,582.73,30,258,0,0.0,Germany,1
12427,12,5,708.37,141.674,26,236,360,0.1142857142857142,Germany,0
12428,26,12,7877.2,656.4333333333333,258,3503,257,0.02,Finland,0
12429,9,4,3750.4,937.6,82,1557,356,0.0,Denmark,0
12430,43,1,256.4,256.4,11,117,0,0.0,Norway,2
12431,36,18,6416.39,356.4661111111111,163,2856,338,0.0167364016736401,Australia,0
12432,43,5,5059.32,1011.864,107,1801,129,0.0,Norway,2
12433,1,7,13375.87,1910.838571428572,219,11071,372,0.0,Norway,0
12434,85,4,765.19,191.2975,49,373,276,0.074074074074074,Australia,0
12435,80,2,7829.89,3914.945,31,2055,188,0.0,Denmark,0
12436,100,1,509.01,509.01,16,211,0,0.0,Norway,2
12437,2,19,4896.66,257.718947368421,118,2917,329,0.005,France,0
12438,14,2,2906.85,1453.425,84,1180,125,0.0,Norway,2
12441,367,1,173.55,173.55,11,121,0,0.0,France,1
12442,3,1,172.06,172.06,12,182,0,0.0,Spain,2
12444,21,5,5005.46,1001.092,138,1153,149,0.0,Norway,0
12445,22,1,133.4,133.4,4,62,0,0.0,Spain,2
12446,58,1,1002.31,1002.31,57,351,0,0.0,RSA,2
12447,243,1,476.49,476.49,26,190,0,0.0,Belgium,1
12448,44,1,449.45,449.45,22,243,0,0.0,Spain,2
12449,22,4,4067.29,1016.8225,118,1553,164,0.0,Belgium,0
12450,156,2,197.88,98.94,7,128,17,0.0,Spain,1
12451,11,6,8933.52,1488.92,265,6455,313,0.0028169014084507,Switzerland,0
12452,17,3,428.57,142.85666666666663,21,183,0,0.0434782608695652,Switzerland,2
12453,134,1,707.09,707.09,43,473,0,0.0,Austria,2
12454,53,2,0.01,0.01,15,0,2,0.5,Spain,2
12455,73,6,2466.86,411.1433333333334,85,2089,223,0.0,Spain,0
12456,44,4,3153.89,788.4725,105,1616,210,0.0310077519379844,Switzerland,0
12457,58,12,1917.78,159.815,53,694,180,0.0746268656716417,Switzerland,0
12458,71,2,947.4,473.7,35,506,213,0.0,Switzerland,0
12461,94,2,826.88,413.44,35,287,60,0.0,Switzerland,2
12462,2,4,1124.01,281.0025,51,514,300,0.1388888888888889,Spain,0
12463,46,7,1303.63,186.2328571428572,66,757,195,0.0568181818181818,Belgium,0
12464,10,8,1212.05,151.50625,6,112,299,0.0,Belgium,0
12465,8,3,733.89,244.63,46,475,161,0.0784313725490196,Belgium,0
12468,143,3,724.0400000000001,241.3466666666667,36,364,173,0.05,Germany,2
12471,2,49,18740.92,382.4677551020408,152,7965,370,0.1337099811676083,Germany,0
12472,31,13,6229.48,479.1907692307692,226,4020,342,0.1329923273657289,Germany,0
12473,29,9,2848.23,316.47,140,2363,162,0.0614525139664804,Germany,0
12474,17,30,7116.47,237.21566666666664,253,4764,351,0.0722100656455142,Germany,0
12475,54,1,723.38,723.38,36,535,0,0.0,Germany,2
12476,1,20,6546.58,327.329,177,2337,359,0.1174242424242424,Germany,0
12477,23,9,13117.01,1457.4455555555555,192,3620,288,0.0259740259740259,Germany,0
12478,4,1,680.99,680.99,36,236,0,0.0,Greece,2
12479,4,3,477.3,159.1,31,351,7,0.1142857142857142,Germany,2
12480,28,4,3281.63,820.4075,129,1707,307,0.0,Germany,0
12481,23,11,5590.86,508.26,150,3290,342,0.0045871559633027,Germany,0
12483,17,13,2327.13,179.01000000000002,46,1097,322,0.074074074074074,Sweden,0
12484,33,8,4495.27,561.90875,256,2185,303,0.0114285714285714,Spain,0
12488,10,3,1298.66,432.8866666666667,46,529,65,0.0,France,2
12489,336,1,334.93,334.93,15,105,0,0.0,France,1
12490,5,10,5417.93,541.793,131,3064,324,0.0,France,0
12491,39,1,460.4,460.4,25,260,0,0.0,France,2
12492,63,2,263.21000000000004,131.60500000000002,19,192,42,0.0,Germany,2
12493,166,3,416.79,138.93,20,206,31,0.0434782608695652,France,1
12494,10,13,1139.35,87.6423076923077,63,690,355,0.0833333333333333,France,0
12497,82,1,1043.1,1043.1,14,1236,0,0.0,Germany,2
12498,21,3,403.7000000000001,134.5666666666667,21,159,36,0.0,Germany,2
12500,23,13,4206.27,323.5592307692308,34,2671,310,0.0615384615384615,Germany,0
12501,315,2,2089.68,1044.84,149,1722,21,0.06875,Germany,1
12502,96,5,3723.87,744.774,102,820,214,0.0,Spain,0
12503,338,1,0.01,0.01,1,-1,0,1.0,Spain,1
12504,18,4,114.0,28.5,6,51,12,0.4,Germany,2
12505,301,1,0.01,0.01,1,-1,0,1.0,Italy,1
12506,233,1,73.5,73.5,23,23,0,0.0,France,1
12507,134,4,1258.06,314.515,19,883,164,0.0454545454545454,Spain,2
12508,26,2,398.27,199.135,57,272,2,0.0,France,2
12509,284,1,176.5,176.5,7,55,0,0.0,France,1
12510,143,2,982.57,491.285,29,353,182,0.0,Spain,2
12512,66,2,138.03,69.015,31,99,0,0.0,Israel,2
12513,85,2,586.79,293.395,35,456,28,0.0277777777777777,France,2
12514,267,1,1017.68,1017.68,51,440,0,0.0,Italy,1
12515,353,1,383.7,383.7,16,131,0,0.0,Italy,1
12516,78,2,1312.06,656.03,20,875,102,0.0,Germany,2
12517,28,6,2464.89,410.815,232,1348,161,0.0069930069930069,Germany,0
12518,1,5,2056.89,411.378,84,1318,109,0.0,Germany,2
12519,64,1,340.84,340.84,17,183,0,0.0,Germany,2
12520,79,6,2582.51,430.41833333333335,121,1430,194,0.0193548387096774,Germany,0
12521,143,1,599.68,599.68,38,309,0,0.0,Germany,2
12522,39,2,192.72,96.36,11,194,12,0.0,Germany,2
12523,2,13,1745.57,134.27461538461537,84,861,330,0.0363636363636363,France,0
12524,9,8,4485.72,560.715,113,3699,324,0.0,Germany,0
12526,1,3,1316.66,438.8866666666667,64,632,93,0.0,Germany,2
12527,82,3,348.71000000000004,116.23666666666668,18,234,243,0.0,Germany,0
12528,9,8,1922.28,240.285,50,750,303,0.031578947368421,Germany,0
12530,60,5,1623.63,324.726,51,900,277,0.0294117647058823,Germany,0
12531,15,1,125.22,125.22,17,45,0,0.0,Germany,2
12532,30,1,349.83000000000004,349.83000000000004,16,153,0,0.0,France,2
12534,131,1,1089.18,1089.18,63,651,0,0.0,Germany,2
12535,92,2,716.35,358.175,28,219,94,0.0,France,2
12536,8,5,4106.82,821.3639999999999,260,2652,51,0.0439560439560439,France,2
12538,29,1,363.95,363.95,21,191,0,0.0,Spain,2
12539,22,5,3852.5,770.5,158,2066,311,0.0036496350364963,Spain,0
12540,20,19,13309.04,700.4757894736841,278,6677,342,0.0062370062370062,Spain,0
12541,30,3,981.18,327.06,46,680,251,0.0,Spain,0
12544,30,2,355.7,177.85,19,132,6,0.05,Spain,2
12545,75,2,1000.39,500.195,42,523,184,0.0,Spain,0
12546,47,3,1141.5,380.5,59,617,31,0.0142857142857142,Spain,2
12547,198,2,207.8,103.9,7,134,82,0.0,Spain,1
12548,166,1,95.2,95.2,5,49,0,0.0,Spain,1
12550,79,1,964.83,964.83,57,569,0,0.0,Spain,2
12551,358,1,168.0,168.0,10,100,0,0.0,Spain,1
12552,39,2,437.82,218.91,20,88,0,0.0,Italy,2
12553,8,14,3652.25,260.875,95,1924,321,0.0255102040816326,France,0
12556,50,2,603.71,301.855,100,358,100,0.0,Spain,2
12557,16,5,11990.96,2398.192,15,4384,355,0.0,Spain,0
12558,2,2,0.01,0.01,11,0,5,0.5,USA,2
12559,311,3,536.21,178.73666666666668,21,281,8,0.0454545454545454,Germany,1
12560,5,4,2101.39,525.3475,92,1078,137,0.054054054054054,Germany,2
12561,303,1,238.85,238.85,16,177,0,0.0,Germany,1
12562,8,7,3781.74,540.2485714285715,99,1779,190,0.0,France,0
12564,261,1,456.9,456.9,21,133,0,0.0,France,1
12565,282,2,131.17,65.585,9,75,7,0.1,Saudi Arabia,1
12566,73,2,346.7,173.35,19,264,13,0.05,Germany,2
12567,23,11,9114.94,828.6309090909091,323,4089,346,0.0367170626349892,France,0
12569,2,35,4064.99,116.14257142857144,92,1793,250,0.0157068062827225,Germany,0
12571,40,2,519.61,259.805,31,523,81,0.0,France,2
12572,9,3,1004.72,334.9066666666667,53,450,43,0.032258064516129,Germany,2
12573,227,1,160.54000000000002,160.54000000000002,26,84,0,0.0,France,1
12574,316,1,218.45,218.45,11,61,0,0.0,France,1
12576,36,6,1306.98,217.83,72,964,268,0.0112359550561797,Poland,0
12577,35,4,595.4,148.85,137,466,323,0.0067567567567567,France,0
12578,21,4,2753.36,688.34,112,1171,317,0.05,Italy,0
12579,73,3,410.72,136.90666666666667,29,278,4,0.064516129032258,France,2
12580,247,1,415.7,415.7,24,238,0,0.0,Germany,1
12581,40,1,197.71,197.71,15,161,0,0.0,Germany,2
12582,239,2,511.36,255.68,21,300,49,0.0,Finland,1
12583,3,18,7187.34,399.2966666666667,115,5009,370,0.0159362549800796,France,0
12584,4,18,1893.95,105.21944444444443,44,354,276,0.238095238095238,Italy,0
12585,234,4,1982.81,495.7025,77,1258,117,0.1030927835051546,Germany,1
12586,17,2,179.94000000000003,89.97000000000001,12,77,351,0.0833333333333333,Italy,0
12587,8,1,144.0,144.0,4,51,0,0.0,Finland,2
12588,39,1,214.9,214.9,10,53,0,0.0,Finland,2
12589,29,2,646.68,323.34,29,306,115,0.0,France,2
12590,190,3,9861.38,3287.1266666666666,68,4279,20,0.0285714285714285,Germany,2
12591,317,1,452.85,452.85,26,228,0,0.0,Italy,1
12592,92,2,437.6,218.8,11,290,121,0.0,Germany,2
12593,109,3,418.1,139.36666666666665,14,206,110,0.0,France,2
12594,38,11,3320.2200000000003,301.83818181818185,50,1776,285,0.0084033613445378,Italy,0
12596,51,2,618.27,309.135,25,474,190,0.0,Spain,0
12597,19,5,3683.13,736.626,184,2187,248,0.0373831775700934,Spain,0
12598,10,9,3002.68,333.63111111111107,84,1940,275,0.0075187969924812,France,0
12599,29,7,1032.58,147.51142857142855,32,956,275,0.0,France,0
12600,29,11,2581.04,234.64,32,773,342,0.0153846153846153,Germany,0
12601,190,6,569.5600000000001,94.92666666666668,21,244,142,0.0344827586206896,Germany,1
12602,59,1,153.12,153.12,12,162,0,0.0,France,2
12603,22,1,739.1999999999999,739.1999999999999,2,63,0,0.0,Germany,2
12604,79,2,254.18,127.09,15,201,182,0.0,France,2
12605,365,1,0.01,0.01,3,-4,0,1.0,Germany,1
12607,58,2,0.01,0.01,101,0,2,0.5,USA,2
12609,78,3,1126.85,375.6166666666666,57,648,240,0.0,Germany,0
12610,23,7,2057.99,293.9985714285714,85,1028,103,0.045045045045045,Italy,2
12611,52,1,1193.32,1193.32,65,846,0,0.0,Italy,2
12612,58,2,643.59,321.795,19,251,16,0.0952380952380952,Germany,2
12613,31,6,3218.98,536.4966666666667,124,1596,230,0.0613496932515337,Germany,0
12614,278,1,315.6,315.6,20,76,0,0.0,Germany,1
12615,2,4,2291.19,572.7975,82,1376,166,0.0,France,0
12616,85,5,657.25,131.45,25,273,212,0.1111111111111111,France,0
12617,29,1,355.53,355.53,39,213,0,0.0,France,2
12618,22,1,177.31,177.31,11,96,0,0.0,Italy,2
12619,16,13,3214.81,247.2930769230769,50,3354,237,0.0526315789473684,Germany,0
12620,15,3,1339.41,446.47,89,1181,189,0.0,France,0
12621,2,23,13612.07,591.8291304347825,261,7404,364,0.0147679324894514,Germany,0
12622,232,1,180.1,180.1,11,69,0,0.0,Germany,1
12623,276,1,305.1,305.1,18,191,0,0.0,Germany,1
12624,106,2,641.13,320.565,36,355,71,0.0,France,2
12625,212,3,2614.32,871.44,74,1577,107,0.0549450549450549,Germany,1
12626,23,13,6388.35,491.4115384615385,232,3350,303,0.0423452768729641,Germany,0
12627,11,7,4478.53,639.79,162,2752,129,0.0,Germany,0
12628,4,4,769.61,192.4025,34,445,60,0.0465116279069767,Germany,2
12630,10,2,1270.88,635.44,60,548,34,0.0,Finland,2
12631,57,1,640.5,640.5,31,236,0,0.0,Finland,2
12633,59,5,2140.63,428.126,73,1149,229,0.0194174757281553,Germany,0
12635,90,2,1689.18,844.59,96,1172,65,0.0,Germany,2
12637,67,10,5953.25,595.325,205,2990,256,0.0101522842639593,France,0
12638,33,1,671.69,671.69,39,577,0,0.0,Sweden,2
12639,239,1,486.1,486.1,22,201,0,0.0,Sweden,1
12640,24,3,1174.58,391.5266666666666,47,311,57,0.0,France,2
12641,115,1,185.9,185.9,10,72,0,0.0,Sweden,2
12642,25,3,1013.26,337.75333333333333,39,552,82,0.0,Germany,2
12643,128,6,3344.64,557.4399999999999,11,1808,204,0.0,France,0
12644,130,1,477.91,477.91,31,325,0,0.0,Germany,2
12645,34,5,1755.38,351.076,58,1072,282,0.0135135135135135,Germany,0
12646,5,2,1346.97,673.485,43,897,44,0.0,USA,2
12647,22,13,3669.92,282.3015384615385,78,1419,346,0.0472440944881889,Germany,0
12648,155,1,318.05,318.05,21,160,0,0.0,Germany,2
12649,107,4,603.71,150.9275,30,574,257,0.0606060606060606,Germany,0
12650,3,1,314.44,314.44,20,254,0,0.0,France,2
12651,335,1,114.0,114.0,9,78,0,0.0,France,1
12652,322,2,914.53,457.265,48,502,9,0.0588235294117647,France,1
12653,149,2,2209.85,1104.925,37,919,147,0.0,Israel,2
12654,11,5,601.98,120.396,31,264,284,0.0,Germany,0
12656,17,8,3982.72,497.84,89,1708,225,0.0307692307692307,France,0
12657,11,5,1152.06,230.412,35,654,67,0.1607142857142857,France,2
12658,19,1,686.05,686.05,36,320,0,0.0,Germany,2
12659,30,1,91.68,91.68,5,105,0,0.0,France,2
12660,11,1,245.1,245.1,13,127,0,0.0,France,2
12662,1,12,3817.08,318.09,129,2040,372,0.0086206896551724,Germany,0
12664,8,10,4863.88,486.388,10,1202,314,0.0263157894736842,Finland,0
12665,325,2,61.75,30.875,3,36,6,0.25,Germany,1
12666,359,1,0.01,0.01,2,-56,0,1.0,Israel,1
12667,58,1,620.13,620.13,33,395,0,0.0,Finland,2
12668,7,6,3743.18,623.8633333333333,115,1595,348,0.0416666666666666,Germany,0
12669,151,4,1607.73,401.9325,98,1114,105,0.0098039215686274,France,2
12670,10,6,2986.15,497.69166666666666,58,1391,222,0.0212765957446808,France,0
12672,330,1,225.9,225.9,10,78,0,0.0,France,1
12673,5,2,610.52,305.26,42,351,321,0.0,Germany,0
12674,12,7,1919.31,274.1871428571429,52,1102,196,0.0879120879120879,France,0
12676,25,6,1331.39,221.8983333333333,33,670,286,0.0,Sweden,0
12678,42,13,17588.26,1352.943076923077,105,10899,311,0.0119760479041916,France,0
12679,52,9,1058.67,117.63,45,530,231,0.1428571428571428,France,0
12680,1,4,862.81,215.7025,33,443,112,0.0,France,2
12681,15,27,13677.59,506.5774074074074,267,7518,353,0.0123839009287925,France,0
12682,4,31,12288.22,396.3941935483871,209,5575,367,0.0,France,0
12683,4,20,8221.09,411.0545,177,4903,361,0.0497237569060773,France,0
12684,8,7,2283.63,326.23285714285714,61,1985,205,0.0,France,0
12685,28,6,2863.08,477.18,117,1523,65,0.0,France,2
12686,372,1,89.14,89.14,7,107,0,0.0,France,1
12688,114,1,4873.81,4873.81,171,3028,0,0.0,Israel,2
12689,26,2,1247.61,623.805,57,628,101,0.0,France,2
12690,206,1,389.01,389.01,16,106,0,0.0,France,1
12691,28,6,1035.8,172.63333333333333,21,394,329,0.0,France,0
12693,121,6,830.96,138.49333333333334,35,250,198,0.048780487804878,Germany,0
12694,70,2,869.67,434.835,32,509,112,0.0,France,2
12695,7,4,582.1,145.525,23,220,203,0.0,France,0
12697,21,5,939.02,187.804,37,499,148,0.0465116279069767,Sweden,2
12700,8,6,4867.99,811.3316666666666,193,2963,207,0.0074074074074074,France,0
12701,80,2,797.71,398.855,50,678,162,0.0,Germany,2
12702,20,1,219.0,219.0,12,53,0,0.0,Germany,2
12703,64,2,274.7,137.35,21,161,7,0.0454545454545454,Germany,2
12704,7,10,2220.84,222.084,64,1003,162,0.0222222222222222,Finland,0
12705,15,14,6814.24,486.7314285714286,228,3973,341,0.0402298850574712,Germany,0
12707,292,1,603.42,603.42,33,256,0,0.0,France,1
12708,30,16,2616.32,163.52,86,1270,338,0.0977011494252873,Germany,0
12709,3,26,9294.1,357.4653846153846,103,3832,363,0.1906614785992217,Germany,0
12710,97,4,1130.57,282.6425,75,849,104,0.0253164556962025,Germany,2
12712,23,17,4241.63,249.50764705882352,59,1044,348,0.0633802816901408,Germany,0
12713,1,1,848.55,848.55,38,508,0,0.0,Germany,2
12714,9,5,4708.86,941.772,216,3069,285,0.0,France,0
12715,106,1,353.86,353.86,20,197,0,0.0,Sweden,2
12716,4,2,1053.49,526.745,60,708,129,0.0,France,2
12717,151,3,980.98,326.99333333333334,49,505,94,0.0178571428571428,Greece,2
12718,71,1,238.25,238.25,19,203,0,0.0,France,2
12719,5,3,608.1,202.7,34,361,59,0.0714285714285714,France,2
12720,3,29,5713.28,197.00965517241377,211,4654,366,0.0139275766016713,Germany,0
12721,32,7,2628.98,375.5685714285714,134,1954,334,0.0182926829268292,France,0
12722,85,6,904.33,150.72166666666666,50,560,65,0.0701754385964912,France,2
12723,4,5,725.07,145.014,53,434,61,0.0,France,2
12724,5,4,1031.41,257.8525,47,445,327,0.0,France,0
12725,371,1,427.8,427.8,24,164,0,0.0,Italy,1
12726,28,7,2609.1,372.7285714285714,57,3143,329,0.0,France,0
12727,11,9,3947.7,438.6333333333333,109,2085,309,0.0141843971631205,France,0
12728,71,4,836.33,209.0825,38,419,261,0.0,France,0
12729,114,1,453.01,453.01,26,233,0,0.0,France,2
12731,24,14,18793.41,1342.3864285714285,109,8366,341,0.0108303249097472,France,0
12732,180,1,236.26,236.26,12,111,0,0.0,France,1
12733,234,1,383.95,383.95,22,137,0,0.0,USA,1
12734,353,1,110.4,110.4,4,88,0,0.0,France,1
12735,315,2,779.5699999999999,389.785,38,368,21,0.0,France,1
12736,333,1,234.0,234.0,4,173,0,0.0,France,1
12738,372,1,155.35,155.35,11,148,0,0.0,Germany,1
12739,78,2,1013.04,506.52,38,486,20,0.0,United Arab Emirates,2
12740,64,1,427.6,427.6,27,342,0,0.0,France,2
12743,134,2,546.43,273.215,114,319,0,0.0,Unspecified,2
12744,52,10,9120.39,912.039,178,5234,266,0.0305676855895196,Singapore,0
12747,2,11,4196.01,381.4554545454546,42,1275,366,0.0,United Kingdom,0
12748,1,223,29072.1,130.36816143497757,1769,24209,372,0.0099116569704805,United Kingdom,0
12749,4,8,3868.2,483.525,160,1422,209,0.1385281385281385,United Kingdom,0
12750,129,1,275.88,275.88,15,137,0,0.0,Poland,2
12752,81,1,4366.78,4366.78,53,2262,0,0.0,Norway,2
12753,4,11,21024.01,1911.273636363636,132,11250,358,0.1434782608695652,Japan,0
12754,236,5,2949.12,589.824,50,6479,72,0.0307692307692307,Japan,1
12755,250,4,2203.2,550.8,5,866,115,0.3333333333333333,Japan,1
12756,87,1,112.07999999999998,112.07999999999998,4,144,0,0.0,Japan,2
12757,16,19,4227.7,222.51052631578943,237,2385,195,0.0159151193633952,Portugal,0
12758,117,2,2791.59,1395.795,84,2135,159,0.0,Portugal,2
12759,52,3,1531.44,510.48,81,902,223,0.0,Netherlands,0
12762,8,2,1898.52,949.26,62,1227,17,0.0,Portugal,2
12763,138,2,494.08,247.04,16,316,230,0.0,Japan,0
12764,317,1,1693.88,1693.88,45,386,0,0.0,Lebanon,1
12766,4,7,6989.63,998.5185714285716,205,3646,362,0.0,Portugal,0
12769,239,1,1143.6,1143.6,32,356,0,0.0,Brazil,1
12770,211,1,1351.45,1351.45,12,743,0,0.0,Japan,1
12772,60,1,892.47,892.47,55,556,0,0.0,Portugal,2
12775,17,6,1351.24,225.20666666666668,47,853,294,0.0149253731343283,Netherlands,0
12778,20,7,804.23,114.89,40,824,292,0.0196078431372549,Netherlands,0
12779,21,12,3868.7,322.39166666666665,88,1996,350,0.0628930817610062,Poland,0
12781,21,5,707.72,141.544,25,592,263,0.1666666666666666,Czech Republic,0
12782,5,6,2273.32,378.8866666666667,81,1070,352,0.0373831775700934,Portugal,0
12783,2,8,1603.87,200.48375,76,622,73,0.0232558139534883,Portugal,2
12784,9,2,574.42,287.21,54,300,6,0.0,Portugal,2
12785,3,2,305.71,152.855,14,128,361,0.0666666666666666,Portugal,0
12787,10,3,463.66,154.55333333333334,17,261,182,0.0,Netherlands,0
12789,65,1,91.85,91.85,4,4,0,0.0,Netherlands,2
12790,192,1,324.92,324.92,21,166,0,0.0,Netherlands,1
12791,374,1,192.6,192.6,2,97,0,0.0,Netherlands,1
12792,257,1,400.54,400.54,25,217,0,0.0,Portugal,1
12793,335,2,545.48,272.74,21,295,36,0.0,Portugal,1
12794,53,2,860.41,430.205,43,592,45,0.0,Portugal,2
12795,19,1,430.48,430.48,14,68,0,0.0,Portugal,2
12797,360,3,194.18,64.72666666666667,13,79,5,0.2352941176470588,Portugal,1
12798,10,3,6977.04,2325.68,6,5256,160,0.0,Japan,2
12802,184,2,412.58,206.29,25,302,3,0.0384615384615384,Netherlands,1
12808,37,3,483.65,161.21666666666667,27,188,331,0.0,Portugal,0
12809,168,2,484.36,242.18,25,219,9,0.0384615384615384,Portugal,1
12811,261,3,514.85,171.61666666666667,27,230,23,0.0,Portugal,1
12812,45,1,229.64,229.64,15,164,0,0.0,Japan,2
12814,102,1,125.92,125.92,2,49,0,0.0,Poland,2
12815,148,2,1063.46,531.73,38,379,50,0.0,Poland,2
12816,96,2,572.2,286.1,27,128,80,0.0,Poland,2
12817,281,1,166.04,166.04,4,53,0,0.0,Austria,1
12818,178,2,1517.88,758.94,14,923,83,0.125,Austria,1
12820,3,4,942.34,235.585,55,722,323,0.0,United Kingdom,0
12821,214,1,92.72,92.72,6,70,0,0.0,United Kingdom,1
12822,71,3,918.98,306.32666666666665,41,548,16,0.0212765957446808,United Kingdom,2
12823,75,5,1759.5,351.9,1,230,221,0.0,United Kingdom,0
12824,60,1,397.12,397.12,25,232,0,0.0,United Kingdom,2
12826,3,8,1468.12,183.515,58,1054,362,0.0319148936170212,United Kingdom,0
12827,6,3,430.15,143.38333333333335,19,197,38,0.0,United Kingdom,2
12828,3,6,1018.71,169.785,46,494,127,0.0,United Kingdom,2
12829,322,3,253.05,84.35000000000001,9,375,37,0.0833333333333333,United Kingdom,1
12830,38,7,6748.4,964.0571428571428,14,9847,134,0.0256410256410256,United Kingdom,2
12831,262,1,215.05,215.05,9,135,0,0.0,United Kingdom,1
12832,32,2,383.03,191.515,27,195,65,0.0,United Kingdom,2
12833,145,1,417.38,417.38,24,156,0,0.0,United Kingdom,2
12834,283,1,312.38,312.38,18,110,0,0.0,United Kingdom,1
12836,59,4,2612.86,653.215,148,1064,252,0.0,United Kingdom,0
12837,173,1,134.1,134.1,12,24,0,0.0,United Kingdom,1
12838,34,2,683.13,341.565,115,359,340,0.0,United Kingdom,0
12839,3,16,5583.62,348.97625,96,3804,364,0.0063291139240506,United Kingdom,0
12840,144,6,2714.27,452.3783333333333,67,1505,82,0.0258620689655172,United Kingdom,2
