CustomerID,Recency,Frequency,Monetary,AvgBasketValue,DistinctProducts,TenureDays,CancellationRate,FirstPurchase
12458,71,2,947.4,473.7,35,213,0.0,2011-02-28 10:55:00
12461,94,2,826.88,413.44,35,60,0.0,2011-07-08 10:23:00
12462,2,4,1124.01,281.0025,51,300,0.1388888888888889,2011-02-09 14:44:00
12463,46,7,1303.63,186.23285714285717,66,195,0.056818181818181816,2011-04-12 12:47:00
12464,10,8,1212.05,151.50625,6,299,0.0,2011-02-03 13:30:00
12465,8,3,733.89,244.63,46,161,0.0784313725490196,2011-06-23 13:37:00
12468,143,3,724.0400000000001,241.3466666666667,36,173,0.05,2011-01-27 13:29:00
12471,2,49,18740.92,382.46775510204077,152,370,0.1337099811676083,2010-12-02 10:37:00
12472,31,13,6229.48,479.1907692307692,226,342,0.1329923273657289,2010-12-01 14:33:00
12473,29,9,2848.23,316.47,140,162,0.061452513966480445,2011-06-01 10:15:00
12474,17,30,7116.47,237.21566666666666,253,351,0.07221006564551423,2010-12-06 12:00:00
12475,54,1,723.38,723.38,36,0,0.0,2011-10-17 10:10:00
12476,1,20,6546.58,327.329,177,359,0.11742424242424243,2010-12-13 14:37:00
12477,23,9,13117.01,1457.4455555555555,192,288,0.025974025974025976,2011-02-01 11:09:00
12478,4,1,680.99,680.99,36,0,0.0,2011-12-06 09:56:00
12479,4,3,477.3,159.1,31,7,0.11428571428571428,2011-11-28 13:26:00
12480,28,4,3281.63,820.4075,129,307,0.0,2011-01-07 15:27:00
12481,23,11,5590.86,508.26,150,342,0.0045871559633027525,2010-12-09 10:13:00
12483,17,13,2327.13,179.01000000000002,46,322,0.07407407407407407,2011-01-04 14:20:00
12484,33,8,4495.27,561.90875,256,303,0.011428571428571429,2011-01-07 14:04:00
12488,10,3,1298.66,432.8866666666667,46,65,0.0,2011-09-25 10:34:00
12489,336,1,334.93,334.93,15,0,0.0,2011-01-07 13:13:00
12490,5,10,5417.93,541.793,131,324,0.0,2011-01-14 09:13:00
12491,39,1,460.40000000000003,460.40000000000003,25,0,0.0,2011-11-01 12:18:00
12492,63,2,263.21000000000004,131.60500000000002,19,42,0.0,2011-08-26 14:51:00
12493,166,3,416.79,138.93,20,31,0.043478260869565216,2011-05-26 14:53:00
12494,10,13,1139.3500000000001,87.6423076923077,63,355,0.08333333333333333,2010-12-09 11:31:00
12497,82,1,1043.1,1043.1,14,0,0.0,2011-09-19 12:29:00
12498,21,3,403.70000000000005,134.5666666666667,21,36,0.0,2011-10-13 09:30:00
12500,23,13,4206.27,323.5592307692308,34,310,0.06153846153846154,2011-01-10 09:48:00
12501,315,2,2089.68,1044.84,149,21,0.06875,2011-01-07 12:28:00
12502,96,5,3723.87,744.774,102,214,0.0,2011-02-03 10:41:00
12503,338,1,0.01,0.01,1,0,1.0,2011-01-06 11:51:00
12504,18,4,114.0,28.5,6,12,0.4,2011-11-09 14:56:00
12505,301,1,0.01,0.01,1,0,1.0,2011-02-11 13:39:00
12506,233,1,73.5,73.5,23,0,0.0,2011-04-21 08:54:00
12507,134,4,1258.06,314.515,19,164,0.045454545454545456,2011-02-14 09:24:00
12508,26,2,398.27,199.135,57,2,0.0,2011-11-10 16:27:00
12509,284,1,176.5,176.5,7,0,0.0,2011-02-28 14:45:00
12510,143,2,982.5699999999999,491.28499999999997,29,182,0.0,2011-01-18 14:04:00
12512,66,2,138.03,69.015,31,0,0.0,2011-10-04 14:53:00
12513,85,2,586.79,293.395,35,28,0.027777777777777776,2011-08-19 10:51:00
12514,267,1,1017.68,1017.68,51,0,0.0,2011-03-17 16:38:00
12515,353,1,383.7,383.7,16,0,0.0,2010-12-21 15:43:00
12516,78,2,1312.06,656.03,20,102,0.0,2011-06-12 11:37:00
12517,28,6,2464.89,410.815,232,161,0.006993006993006993,2011-06-02 15:13:00
12518,1,5,2056.89,411.378,84,109,0.0,2011-08-21 13:18:00
12519,64,1,340.84,340.84,17,0,0.0,2011-10-07 09:26:00
12520,79,6,2582.51,430.41833333333335,121,194,0.01935483870967742,2011-03-11 11:35:00
12521,143,1,599.68,599.68,38,0,0.0,2011-07-20 10:51:00
12522,39,2,192.72,96.36,11,12,0.0,2011-10-19 14:41:00
12523,2,13,1745.57,134.27461538461537,84,330,0.03636363636363636,2011-01-12 09:43:00
12524,9,8,4485.72,560.715,113,324,0.0,2011-01-10 10:35:00
12526,1,3,1316.66,438.8866666666667,64,93,0.0,2011-09-06 14:19:00
12527,82,3,348.71000000000004,116.23666666666668,18,243,0.0,2011-01-18 12:05:00
12528,9,8,1922.28,240.285,50,303,0.031578947368421054,2011-01-31 09:05:00
12530,60,5,1623.63,324.726,51,277,0.029411764705882353,2011-01-07 10:04:00
12531,15,1,125.22,125.22,17,0,0.0,2011-11-25 11:12:00
12532,30,1,349.83000000000004,349.83000000000004,16,0,0.0,2011-11-09 13:47:00
12534,131,1,1089.18,1089.18,63,0,0.0,2011-08-01 10:26:00
12535,92,2,716.35,358.175,28,94,0.0,2011-06-06 12:47:00
12536,8,5,4106.82,821.3639999999999,260,51,0.04395604395604396,2011-10-11 14:52:00
12538,29,1,363.95,363.95,21,0,0.0,2011-11-10 17:16:00
12539,22,5,3852.5,770.5,158,311,0.0036496350364963502,2011-01-10 09:11:00
12540,20,19,13309.039999999999,700.4757894736841,278,342,0.006237006237006237,2010-12-13 09:39:00
12541,30,3,981.18,327.06,46,251,0.0,2011-03-04 09:32:00
12544,30,2,355.7,177.85,19,6,0.05,2011-11-03 16:15:00
12545,75,2,1000.39,500.195,42,184,0.0,2011-03-25 12:04:00
12546,47,3,1141.5,380.5,59,31,0.014285714285714285,2011-09-23 09:44:00
12547,198,2,207.79999999999998,103.89999999999999,7,82,0.0,2011-03-04 12:46:00
12548,166,1,95.19999999999999,95.19999999999999,5,0,0.0,2011-06-26 15:35:00
12550,79,1,964.83,964.83,57,0,0.0,2011-09-21 14:35:00
12551,358,1,168.0,168.0,10,0,0.0,2010-12-17 11:23:00
12552,39,2,437.82,218.91,20,0,0.0,2011-10-31 12:11:00
12553,8,14,3652.25,260.875,95,321,0.025510204081632654,2011-01-14 10:42:00
12556,50,2,603.71,301.855,100,100,0.0,2011-07-11 13:35:00
12557,16,5,11990.960000000001,2398.192,15,355,0.0,2010-12-03 12:20:00
12558,2,2,0.01,0.01,11,5,0.5,2011-12-02 10:41:00
12559,311,3,536.21,178.73666666666668,21,8,0.045454545454545456,2011-01-24 10:12:00
12560,5,4,2101.39,525.3475,92,137,0.05405405405405406,2011-07-19 15:55:00
12561,303,1,238.85,238.85,16,0,0.0,2011-02-10 11:39:00
12562,8,7,3781.7400000000002,540.2485714285715,99,190,0.0,2011-05-25 12:44:00
12564,261,1,456.9,456.9,21,0,0.0,2011-03-23 14:55:00
12565,282,2,131.17,65.585,9,7,0.1,2011-02-24 10:34:00
12566,73,2,346.7,173.35,19,13,0.05,2011-09-14 14:30:00
12567,23,11,9114.94,828.6309090909091,323,346,0.0367170626349892,2010-12-05 11:57:00
12569,2,35,4064.9900000000002,116.14257142857143,92,250,0.015706806282722512,2011-04-01 13:47:00
12571,40,2,519.61,259.805,31,81,0.0,2011-08-10 12:35:00
12572,9,3,1004.72,334.9066666666667,53,43,0.03225806451612903,2011-10-19 08:20:00
12573,227,1,160.54000000000002,160.54000000000002,26,0,0.0,2011-04-26 15:52:00
12574,316,1,218.45,218.45,11,0,0.0,2011-01-28 09:20:00
12576,36,6,1306.98,217.83,72,268,0.011235955056179775,2011-02-08 11:31:00
12577,35,4,595.4,148.85,137,323,0.006756756756756757,2010-12-15 16:21:00
12578,21,4,2753.36,688.34,112,317,0.05,2011-01-05 10:46:00
12579,73,3,410.72,136.90666666666667,29,4,0.06451612903225806,2011-09-22 17:15:00
12580,247,1,415.7,415.7,24,0,0.0,2011-04-07 10:24:00
12581,40,1,197.71,197.71,15,0,0.0,2011-10-31 08:56:00
12582,239,2,511.36,255.68,21,49,0.0,2011-02-24 11:42:00
12583,3,18,7187.34,399.2966666666667,115,370,0.01593625498007968,2010-12-01 08:45:00
12584,4,18,1893.95,105.21944444444445,44,276,0.23809523809523808,2011-03-04 15:15:00
12585,234,4,1982.81,495.7025,77,117,0.10309278350515463,2010-12-23 12:58:00
12586,17,2,179.94000000000003,89.97000000000001,12,351,0.08333333333333333,2010-12-06 09:31:00
12587,8,1,144.0,144.0,4,0,0.0,2011-12-02 12:47:00
12588,39,1,214.89999999999998,214.89999999999998,10,0,0.0,2011-10-31 15:01:00
12589,29,2,646.68,323.34,29,115,0.0,2011-07-18 12:05:00
12590,190,3,9861.38,3287.1266666666666,68,20,0.02857142857142857,2011-05-12 14:46:00
12591,317,1,452.84999999999997,452.84999999999997,26,0,0.0,2011-01-26 14:35:00
12592,92,2,437.6,218.8,11,121,0.0,2011-05-10 13:44:00
12593,109,3,418.09999999999997,139.36666666666665,14,110,0.0,2011-05-05 09:29:00
12594,38,11,3320.2200000000003,301.83818181818185,50,285,0.008403361344537815,2011-01-21 09:52:00
12596,51,2,618.27,309.135,25,190,0.0,2011-04-11 13:22:00
12597,19,5,3683.13,736.626,184,248,0.037383177570093455,2011-03-16 14:00:00
12598,10,9,3002.68,333.63111111111107,84,275,0.007518796992481203,2011-02-28 11:58:00
12599,29,7,1032.58,147.51142857142855,32,275,0.0,2011-02-08 13:28:00
12600,29,11,2581.04,234.64,32,342,0.015384615384615385,2010-12-03 12:57:00
12601,190,6,569.5600000000001,94.92666666666668,21,142,0.034482758620689655,2011-01-11 10:38:00
12602,59,1,153.12,153.12,12,0,0.0,2011-10-12 11:22:00
12603,22,1,739.1999999999999,739.1999999999999,2,0,0.0,2011-11-18 10:42:00
12604,79,2,254.18,127.09,15,182,0.0,2011-03-23 12:06:00
12605,365,1,0.01,0.01,3,0,1.0,2010-12-09 15:41:00
12607,58,2,0.01,0.01,101,2,0.5,2011-10-10 16:06:00
12609,78,3,1126.85,375.6166666666666,57,240,0.0,2011-01-25 15:13:00
12610,23,7,2057.99,293.9985714285714,85,103,0.04504504504504504,2011-08-05 13:52:00
12611,52,1,1193.32,1193.32,65,0,0.0,2011-10-18 13:12:00
12612,58,2,643.59,321.795,19,16,0.09523809523809523,2011-09-26 15:35:00
12613,31,6,3218.98,536.4966666666667,124,230,0.06134969325153374,2011-03-22 15:42:00
12614,278,1,315.6,315.6,20,0,0.0,2011-03-07 10:22:00
12615,2,4,2291.19,572.7975,82,166,0.0,2011-06-24 13:35:00
12616,85,5,657.25,131.45,25,212,0.1111111111111111,2011-02-15 14:17:00
12617,29,1,355.53,355.53,39,0,0.0,2011-11-10 14:39:00
12618,22,1,177.31,177.31,11,0,0.0,2011-11-18 11:10:00
12619,16,13,3214.81,247.2930769230769,50,237,0.05263157894736842,2011-03-31 13:10:00
12620,15,3,1339.41,446.47,89,189,0.0,2011-05-19 12:10:00
12621,2,23,13612.07,591.8291304347825,261,364,0.014767932489451477,2010-12-09 10:16:00
12622,232,1,180.1,180.1,11,0,0.0,2011-04-21 16:39:00
12623,276,1,305.1,305.1,18,0,0.0,2011-03-08 13:50:00
12624,106,2,641.13,320.565,36,71,0.0,2011-06-15 12:34:00
12625,212,3,2614.32,871.44,74,107,0.054945054945054944,2011-01-24 13:27:00
12626,23,13,6388.35,491.4115384615385,232,303,0.04234527687296417,2011-01-17 11:01:00
12627,11,7,4478.53,639.79,162,129,0.0,2011-07-22 13:59:00
12628,4,4,769.61,192.4025,34,60,0.046511627906976744,2011-10-06 09:28:00
12630,10,2,1270.88,635.44,60,34,0.0,2011-10-27 10:41:00
12631,57,1,640.5,640.5,31,0,0.0,2011-10-13 13:53:00
12633,59,5,2140.63,428.12600000000003,73,229,0.019417475728155338,2011-02-25 08:44:00
12635,90,2,1689.18,844.59,96,65,0.0,2011-07-08 08:43:00
12637,67,10,5953.25,595.325,205,256,0.01015228426395939,2011-01-20 10:47:00
12638,33,1,671.69,671.69,39,0,0.0,2011-11-06 13:11:00
12639,239,1,486.1,486.1,22,0,0.0,2011-04-15 12:48:00
12640,24,3,1174.58,391.52666666666664,47,57,0.0,2011-09-19 12:01:00
12641,115,1,185.9,185.9,10,0,0.0,2011-08-16 13:26:00
12642,25,3,1013.26,337.75333333333333,39,82,0.0,2011-08-24 09:23:00
12643,128,6,3344.64,557.4399999999999,11,204,0.0,2011-01-11 11:48:00
12644,130,1,477.91,477.91,31,0,0.0,2011-08-02 10:33:00
12645,34,5,1755.38,351.076,58,282,0.013513513513513514,2011-01-27 13:08:00
12646,5,2,1346.97,673.485,43,44,0.0,2011-10-21 12:52:00
12647,22,13,3669.92,282.3015384615385,78,346,0.047244094488188976,2010-12-05 14:02:00
12648,155,1,318.05,318.05,21,0,0.0,2011-07-08 11:55:00
12649,107,4,603.71,150.9275,30,257,0.06060606060606061,2010-12-09 14:42:00
12650,3,1,314.44,314.44,20,0,0.0,2011-12-06 16:34:00
12651,335,1,114.0,114.0,9,0,0.0,2011-01-09 12:46:00
12652,322,2,914.53,457.265,48,9,0.058823529411764705,2011-01-12 15:00:00
12653,149,2,2209.85,1104.925,37,147,0.0,2011-02-16 10:53:00
12654,11,5,601.98,120.396,31,284,0.0,2011-02-17 13:16:00
12656,17,8,3982.72,497.84,89,225,0.03076923076923077,2011-04-11 09:45:00
12657,11,5,1152.06,230.41199999999998,35,67,0.16071428571428573,2011-09-22 11:40:00
12658,19,1,686.05,686.05,36,0,0.0,2011-11-21 10:22:00
12659,30,1,91.68,91.68,5,0,0.0,2011-11-10 11:53:00
12660,11,1,245.1,245.1,13,0,0.0,2011-11-28 13:26:00
12662,1,12,3817.08,318.09,129,372,0.008620689655172414,2010-12-01 13:04:00
12664,8,10,4863.88,486.38800000000003,10,314,0.02631578947368421,2011-01-21 11:42:00
12665,325,2,61.75,30.875,3,6,0.25,2011-01-12 09:41:00
12666,359,1,0.01,0.01,2,0,1.0,2010-12-15 14:42:00
12667,58,1,620.13,620.13,33,0,0.0,2011-10-12 17:00:00
12668,7,6,3743.18,623.8633333333333,115,348,0.041666666666666664,2010-12-19 12:46:00
12669,151,4,1607.73,401.9325,98,105,0.00980392156862745,2011-03-28 10:15:00
12670,10,6,2986.15,497.69166666666666,58,222,0.02127659574468085,2011-04-21 10:16:00
12672,330,1,225.89999999999998,225.89999999999998,10,0,0.0,2011-01-14 09:20:00
12673,5,2,610.52,305.26,42,321,0.0,2011-01-17 11:46:00
12674,12,7,1919.31,274.1871428571429,52,196,0.08791208791208792,2011-05-16 09:10:00
12676,25,6,1331.39,221.89833333333334,33,286,0.0,2011-02-01 15:41:00
12678,42,13,17588.26,1352.943076923077,105,311,0.011976047904191617,2010-12-21 11:00:00
12679,52,9,1058.67,117.63000000000001,45,231,0.14285714285714285,2011-03-01 12:26:00
12680,1,4,862.81,215.7025,33,112,0.0,2011-08-18 15:44:00
12681,15,27,13677.59,506.5774074074074,267,353,0.01238390092879257,2010-12-07 10:08:00
12682,4,31,12288.22,396.3941935483871,209,367,0.0,2010-12-03 13:59:00
12683,4,20,8221.09,411.0545,177,361,0.049723756906077346,2010-12-09 10:37:00
12684,8,7,2283.63,326.23285714285714,61,205,0.0,2011-05-10 12:55:00
12685,28,6,2863.08,477.18,117,65,0.0,2011-09-07 10:28:00
12686,372,1,89.14,89.14,7,0,0.0,2010-12-03 09:51:00
12688,114,1,4873.8099999999995,4873.8099999999995,171,0,0.0,2011-08-18 08:49:00
12689,26,2,1247.61,623.805,57,101,0.0,2011-08-04 10:04:00
12690,206,1,389.01,389.01,16,0,0.0,2011-05-18 09:09:00
12691,28,6,1035.8,172.63333333333333,21,329,0.0,2010-12-17 14:46:00
12693,121,6,830.96,138.49333333333334,35,198,0.04878048780487805,2011-01-24 12:58:00
12694,70,2,869.67,434.835,32,112,0.0,2011-06-09 17:48:00
12695,7,4,582.1,145.525,23,203,0.0,2011-05-13 13:15:00
12697,21,5,939.02,187.804,37,148,0.046511627906976744,2011-06-23 15:44:00
12700,8,6,4867.99,811.3316666666666,193,207,0.007407407407407408,2011-05-08 16:10:00
12701,80,2,797.71,398.855,50,162,0.0,2011-04-11 13:02:00
12702,20,1,219.0,219.0,12,0,0.0,2011-11-20 10:36:00
12703,64,2,274.7,137.35,21,7,0.045454545454545456,2011-09-29 17:52:00
12704,7,10,2220.84,222.084,64,162,0.022222222222222223,2011-06-23 10:20:00
12705,15,14,6814.24,486.7314285714286,228,341,0.040229885057471264,2010-12-17 15:58:00
12707,292,1,603.42,603.42,33,0,0.0,2011-02-21 08:38:00
12708,30,16,2616.32,163.52,86,338,0.09770114942528736,2010-12-06 10:43:00
12709,3,26,9294.1,357.4653846153846,103,363,0.19066147859922178,2010-12-08 09:49:00
12710,97,4,1130.57,282.6425,75,104,0.02531645569620253,2011-05-22 14:05:00
12712,23,17,4241.63,249.50764705882352,59,348,0.06338028169014084,2010-12-03 14:30:00
12713,1,1,848.55,848.55,38,0,0.0,2011-12-09 12:16:00
12714,9,5,4708.86,941.7719999999999,216,285,0.0,2011-02-18 10:53:00
12715,106,1,353.86,353.86,20,0,0.0,2011-08-25 15:22:00
12716,4,2,1053.49,526.745,60,129,0.0,2011-07-29 13:28:00
12717,151,3,980.98,326.99333333333334,49,94,0.017857142857142856,2011-04-08 10:32:00
12718,71,1,238.25,238.25,19,0,0.0,2011-09-29 16:38:00
12719,5,3,608.1,202.70000000000002,34,59,0.07142857142857142,2011-10-05 14:50:00
12720,3,29,5713.28,197.00965517241377,211,366,0.013927576601671309,2010-12-05 15:21:00
12721,32,7,2628.98,375.56857142857143,134,334,0.018292682926829267,2010-12-09 10:14:00
12722,85,6,904.33,150.72166666666666,50,65,0.07017543859649122,2011-07-12 11:55:00
12723,4,5,725.07,145.014,53,61,0.0,2011-10-05 15:52:00
12724,5,4,1031.41,257.8525,47,327,0.0,2011-01-11 15:00:00
12725,371,1,427.8,427.8,24,0,0.0,2010-12-03 15:45:00
12726,28,7,2609.1,372.7285714285714,57,329,0.0,2010-12-17 12:56:00
12727,11,9,3947.7,438.6333333333333,109,309,0.014184397163120567,2011-01-23 15:17:00
12728,71,4,836.33,209.0825,38,261,0.0,2011-01-11 13:31:00
12729,114,1,453.01,453.01,26,0,0.0,2011-08-18 11:40:00
12731,24,14,18793.41,1342.3864285714285,109,341,0.010830324909747292,2010-12-10 10:56:00
12732,180,1,236.26000000000002,236.26000000000002,12,0,0.0,2011-06-13 11:33:00
12733,234,1,383.95,383.95,22,0,0.0,2011-04-19 16:19:00
12734,353,1,110.39999999999999,110.39999999999999,4,0,0.0,2010-12-22 12:47:00
12735,315,2,779.5699999999999,389.78499999999997,38,21,0.0,2011-01-06 14:26:00
12736,333,1,234.0,234.0,4,0,0.0,2011-01-11 07:57:00
12738,372,1,155.35,155.35,11,0,0.0,2010-12-02 18:27:00
12739,78,2,1013.04,506.52,38,20,0.0,2011-09-01 17:45:00
12740,64,1,427.6,427.6,27,0,0.0,2011-10-07 10:44:00
12743,134,2,546.43,273.215,114,0,0.0,2011-07-28 16:06:00
12744,52,10,9120.39,912.039,178,266,0.03056768558951965,2011-01-25 13:26:00
12747,2,11,4196.01,381.4554545454546,42,366,0.0,2010-12-05 15:38:00
12748,1,223,29072.1,130.36816143497757,1769,372,0.0099116569704805,2010-12-01 12:48:00
12749,4,8,3868.2,483.525,160,209,0.13852813852813853,2011-05-10 15:25:00
12750,129,1,275.88,275.88,15,0,0.0,2011-08-03 09:13:00
12752,81,1,4366.78,4366.78,53,0,0.0,2011-09-19 13:32:00
12753,4,11,21024.01,1911.2736363636361,132,358,0.14347826086956522,2010-12-12 11:44:00
12754,236,5,2949.12,589.824,50,72,0.03076923076923077,2011-02-04 10:31:00
12755,250,4,2203.2,550.8,5,115,0.3333333333333333,2010-12-09 10:44:00
12756,87,1,112.07999999999998,112.07999999999998,4,0,0.0,2011-09-14 09:31:00
12757,16,19,4227.7,222.51052631578946,237,195,0.015915119363395226,2011-05-12 19:01:00
12758,117,2,2791.59,1395.795,84,159,0.0,2011-03-08 12:05:00
12759,52,3,1531.44,510.48,81,223,0.0,2011-03-09 08:09:00
12762,8,2,1898.52,949.26,62,17,0.0,2011-11-14 14:23:00
12763,138,2,494.08,247.04,16,230,0.0,2010-12-05 15:46:00
12764,317,1,1693.88,1693.88,45,0,0.0,2011-01-27 10:19:00
