CustomerID,Recency,Frequency,Monetary,AvgBasketValue,DistinctProducts,TenureDays,CancellationRate,FirstPurchase,IsSyntheticOutlier,AnomalyScore
12408,33.0,9.0,2842.57,315.8411111111111,81.0,227.0,0.0707964601769911,2011-03-24 14:46:00,0,0.42852703420736216
12409,79.0,7.0,11056.93,1579.561428571429,91.0,103.0,0.043859649122807,2011-06-10 12:19:00,0,0.5363666366723969
12410,301.0,3.0,681.0799999999999,227.02666666666664,26.0,7.0,0.0714285714285714,2011-02-04 10:38:00,0,0.4845560833011957
12412,75.0,3.0,1226.88,408.96,43.0,94.0,0.0,2011-06-23 13:51:00,0,0.39471959747493535
12413,67.0,5.0,694.15,138.82999999999998,29.0,270.0,0.05,2011-01-06 16:12:00,0,0.42783497317588054
12414,217.0,3.0,562.41,187.47,16.0,93.0,0.0,2011-02-02 14:51:00,0,0.4320822736952824
12415,24.0,26.0,123725.45,4758.671153846154,444.0,313.0,0.0798969072164948,2011-01-06 11:12:00,0,0.6371280858458757
12417,3.0,12.0,3578.8,298.2333333333333,158.0,354.0,0.0303030303030303,2010-12-17 11:51:00,0,0.4427759623557225
12418,113.0,1.0,668.58,668.58,34.0,0.0,0.0,2011-08-19 11:08:00,0,0.4085520195718191
12420,64.0,1.0,600.39,600.39,29.0,0.0,0.0,2011-10-07 08:55:00,0,0.3967595401082239
12421,16.0,5.0,806.27,161.254,33.0,303.0,0.0217391304347826,2011-01-24 15:09:00,0,0.4145475294754777
12422,96.0,3.0,803.5600000000001,267.8533333333333,39.0,229.0,0.0,2011-01-19 09:13:00,0,0.40301603508015676
12423,1.0,9.0,1849.11,205.45666666666665,97.0,352.0,0.0079365079365079,2010-12-21 10:54:00,0,0.43166059929547823
12424,163.0,2.0,1760.96,880.48,30.0,0.0,0.0,2011-06-30 12:06:00,0,0.4516466099489079
12425,78.0,1.0,777.2,777.2,36.0,0.0,0.0,2011-09-22 17:31:00,0,0.4164915967559861
12426,195.0,1.0,582.73,582.73,30.0,0.0,0.0,2011-05-29 12:26:00,0,0.4194222135146832
12427,12.0,5.0,708.37,141.674,26.0,360.0,0.1142857142857142,2010-12-03 10:44:00,0,0.4839915509579151
12428,26.0,12.0,7877.2,656.4333333333333,258.0,257.0,0.02,2011-03-01 09:33:00,0,0.4811826218176276
12429,9.0,4.0,3750.4,937.6,82.0,356.0,0.0,2010-12-09 12:05:00,0,0.4599732180629218
12430,43.0,1.0,256.4,256.4,11.0,0.0,0.0,2011-10-27 15:09:00,0,0.3881397175452915
12431,36.0,18.0,6416.39,356.4661111111111,163.0,338.0,0.0167364016736401,2010-12-01 10:03:00,0,0.46326081633195837
12432,43.0,5.0,5059.32,1011.864,107.0,129.0,0.0,2011-06-20 13:27:00,0,0.46369411733783
12433,1.0,7.0,13375.87,1910.838571428572,219.0,372.0,0.0,2010-12-01 13:24:00,0,0.5499576810447625
12434,85.0,4.0,765.19,191.2975,49.0,276.0,0.074074074074074,2010-12-14 11:12:00,0,0.4362793405899508
12435,80.0,2.0,7829.89,3914.945,31.0,188.0,0.0,2011-03-17 07:40:00,0,0.5167919349464699
12436,100.0,1.0,509.01,509.01,16.0,0.0,0.0,2011-09-01 12:09:00,0,0.3962688482576873
12437,2.0,19.0,4896.66,257.718947368421,118.0,329.0,0.005,2011-01-12 14:13:00,0,0.44840001556019543
12438,14.0,2.0,2906.85,1453.425,84.0,125.0,0.0,2011-07-22 13:29:00,0,0.46173724528755056
12441,367.0,1.0,173.55,173.55,11.0,0.0,0.0,2010-12-08 10:45:00,0,0.4563899824590306
12442,3.0,1.0,172.06,172.06,12.0,0.0,0.0,2011-12-06 14:22:00,0,0.40204219494116417
12444,21.0,5.0,5005.46,1001.092,138.0,149.0,0.0,2011-06-21 14:00:00,0,0.4625336453738205
12445,22.0,1.0,133.4,133.4,4.0,0.0,0.0,2011-11-17 18:43:00,0,0.42868586061623687
12446,58.0,1.0,1002.31,1002.31,57.0,0.0,0.0,2011-10-13 12:50:00,0,0.43413255635700404
12447,243.0,1.0,476.49,476.49,26.0,0.0,0.0,2011-04-10 13:25:00,0,0.4163733361847358
12448,44.0,1.0,449.45,449.45,22.0,0.0,0.0,2011-10-26 13:46:00,0,0.3913842993868266
12449,22.0,4.0,4067.29,1016.8225,118.0,164.0,0.0,2011-06-05 15:37:00,0,0.44524416370365366
12450,156.0,2.0,197.88,98.94,7.0,17.0,0.0,2011-06-19 14:36:00,0,0.43576306700002926
12451,11.0,6.0,8933.52,1488.92,265.0,313.0,0.0028169014084507,2011-01-19 09:05:00,0,0.513694742132748
12452,17.0,3.0,428.57,142.85666666666663,21.0,0.0,0.0434782608695652,2011-11-23 08:05:00,0,0.4239418355710065
12453,134.0,1.0,707.09,707.09,43.0,0.0,0.0,2011-07-28 14:08:00,0,0.41786479049924014
12454,53.0,2.0,0.01,0.01,15.0,2.0,0.5,2011-10-14 17:13:00,0,0.6955719188776525
12455,73.0,6.0,2466.86,411.1433333333334,85.0,223.0,0.0,2011-02-16 09:56:00,0,0.4092211560299939
12456,44.0,4.0,3153.89,788.4725,105.0,210.0,0.0310077519379844,2011-03-30 09:12:00,0,0.4463001418929533
12457,58.0,12.0,1917.78,159.815,53.0,180.0,0.0746268656716417,2011-04-14 18:57:00,0,0.4600504041776408
12458,71.0,2.0,947.4,473.7,35.0,213.0,0.0,2011-02-28 10:55:00,0,0.4014369907580984
12461,94.0,2.0,826.88,413.44,35.0,60.0,0.0,2011-07-08 10:23:00,0,0.39958526325737603
12462,2.0,4.0,1124.01,281.0025,51.0,300.0,0.1388888888888889,2011-02-09 14:44:00,0,0.4752327068760989
12463,46.0,7.0,1303.63,186.2328571428572,66.0,195.0,0.0568181818181818,2011-04-12 12:47:00,0,0.41842854767863397
12464,10.0,8.0,1212.05,151.50625,6.0,299.0,0.0,2011-02-03 13:30:00,0,0.4763287911249428
12465,8.0,3.0,733.89,244.63,46.0,161.0,0.0784313725490196,2011-06-23 13:37:00,0,0.42628917483750955
12468,143.0,3.0,724.0400000000001,241.3466666666667,36.0,173.0,0.05,2011-01-27 13:29:00,0,0.43719854245756296
12471,2.0,49.0,18740.92,382.4677551020408,152.0,370.0,0.1337099811676083,2010-12-02 10:37:00,0,0.5946928355637525
12472,31.0,13.0,6229.48,479.1907692307692,226.0,342.0,0.1329923273657289,2010-12-01 14:33:00,0,0.5307884464899396
12473,29.0,9.0,2848.23,316.47,140.0,162.0,0.0614525139664804,2011-06-01 10:15:00,0,0.44580054311438927
12474,17.0,30.0,7116.47,237.21566666666664,253.0,351.0,0.0722100656455142,2010-12-06 12:00:00,0,0.520415398391645
12475,54.0,1.0,723.38,723.38,36.0,0.0,0.0,2011-10-17 10:10:00,0,0.40992197747303655
12476,1.0,20.0,6546.58,327.329,177.0,359.0,0.1174242424242424,2010-12-13 14:37:00,0,0.5184591759983488
12477,23.0,9.0,13117.01,1457.4455555555555,192.0,288.0,0.0259740259740259,2011-02-01 11:09:00,0,0.5229630972223658
12478,4.0,1.0,680.99,680.99,36.0,0.0,0.0,2011-12-06 09:56:00,0,0.42263297909666186
12479,4.0,3.0,477.3,159.1,31.0,7.0,0.1142857142857142,2011-11-28 13:26:00,0,0.45174146697735174
12480,28.0,4.0,3281.63,820.4075,129.0,307.0,0.0,2011-01-07 15:27:00,0,0.4403944100083089
12481,23.0,11.0,5590.86,508.26,150.0,342.0,0.0045871559633027,2010-12-09 10:13:00,0,0.4508993011988053
12483,17.0,13.0,2327.13,179.01000000000002,46.0,322.0,0.074074074074074,2011-01-04 14:20:00,0,0.453362392966277
12484,33.0,8.0,4495.27,561.90875,256.0,303.0,0.0114285714285714,2011-01-07 14:04:00,0,0.458656368455367
12488,10.0,3.0,1298.66,432.8866666666667,46.0,65.0,0.0,2011-09-25 10:34:00,0,0.40053089390795
12489,336.0,1.0,334.93,334.93,15.0,0.0,0.0,2011-01-07 13:13:00,0,0.4401624940860089
12490,5.0,10.0,5417.93,541.793,131.0,324.0,0.0,2011-01-14 09:13:00,0,0.44452425818811436
12491,39.0,1.0,460.4,460.4,25.0,0.0,0.0,2011-11-01 12:18:00,0,0.392729100775277
12492,63.0,2.0,263.21000000000004,131.60500000000002,19.0,42.0,0.0,2011-08-26 14:51:00,0,0.3977390908884775
12493,166.0,3.0,416.79,138.93,20.0,31.0,0.0434782608695652,2011-05-26 14:53:00,0,0.43143435171646144
12494,10.0,13.0,1139.35,87.6423076923077,63.0,355.0,0.0833333333333333,2010-12-09 11:31:00,0,0.4925118345306854
12497,82.0,1.0,1043.1,1043.1,14.0,0.0,0.0,2011-09-19 12:29:00,0,0.4341427810299807
12498,21.0,3.0,403.7000000000001,134.5666666666667,21.0,36.0,0.0,2011-10-13 09:30:00,0,0.39769736595869404
12500,23.0,13.0,4206.27,323.5592307692308,34.0,310.0,0.0615384615384615,2011-01-10 09:48:00,0,0.45157997887638274
12501,315.0,2.0,2089.68,1044.84,149.0,21.0,0.06875,2011-01-07 12:28:00,0,0.5738391413208842
12502,96.0,5.0,3723.87,744.774,102.0,214.0,0.0,2011-02-03 10:41:00,0,0.4505465904746569
12503,338.0,1.0,0.01,0.01,1.0,0.0,1.0,2011-01-06 11:51:00,0,0.7293060501577695
12504,18.0,4.0,114.0,28.5,6.0,12.0,0.4,2011-11-09 14:56:00,0,0.60949689531197
12505,301.0,1.0,0.01,0.01,1.0,0.0,1.0,2011-02-11 13:39:00,0,0.7283198405780885
12506,233.0,1.0,73.5,73.5,23.0,0.0,0.0,2011-04-21 08:54:00,0,0.4597389430928496
12507,134.0,4.0,1258.06,314.515,19.0,164.0,0.0454545454545454,2011-02-14 09:24:00,0,0.4439104748782768
12508,26.0,2.0,398.27,199.135,57.0,2.0,0.0,2011-11-10 16:27:00,0,0.39754877528873933
12509,284.0,1.0,176.5,176.5,7.0,0.0,0.0,2011-02-28 14:45:00,0,0.4190618079215222
12510,143.0,2.0,982.57,491.285,29.0,182.0,0.0,2011-01-18 14:04:00,0,0.4256878540764995
12512,66.0,2.0,138.03,69.015,31.0,0.0,0.0,2011-10-04 14:53:00,0,0.431195539220518
12513,85.0,2.0,586.79,293.395,35.0,28.0,0.0277777777777777,2011-08-19 10:51:00,0,0.4085175831817953
12514,267.0,1.0,1017.68,1017.68,51.0,0.0,0.0,2011-03-17 16:38:00,0,0.47651646979682877
12515,353.0,1.0,383.7,383.7,16.0,0.0,0.0,2010-12-21 15:43:00,0,0.4535951769544692
12516,78.0,2.0,1312.06,656.03,20.0,102.0,0.0,2011-06-12 11:37:00,0,0.4159695364392345
12517,28.0,6.0,2464.89,410.815,232.0,161.0,0.0069930069930069,2011-06-02 15:13:00,0,0.4383090344210575
12518,1.0,5.0,2056.89,411.378,84.0,109.0,0.0,2011-08-21 13:18:00,0,0.418245192476101
12519,64.0,1.0,340.84,340.84,17.0,0.0,0.0,2011-10-07 09:26:00,0,0.38014358438707047
12520,79.0,6.0,2582.51,430.41833333333335,121.0,194.0,0.0193548387096774,2011-03-11 11:35:00,0,0.42473372556590666
12521,143.0,1.0,599.68,599.68,38.0,0.0,0.0,2011-07-20 10:51:00,0,0.4132706613646856
12522,39.0,2.0,192.72,96.36,11.0,12.0,0.0,2011-10-19 14:41:00,0,0.41055435131859025
12523,2.0,13.0,1745.57,134.27461538461537,84.0,330.0,0.0363636363636363,2011-01-12 09:43:00,0,0.45485595160009057
12524,9.0,8.0,4485.72,560.715,113.0,324.0,0.0,2011-01-10 10:35:00,0,0.43451545606961395
12526,1.0,3.0,1316.66,438.8866666666667,64.0,93.0,0.0,2011-09-06 14:19:00,0,0.4040282724296338
12527,82.0,3.0,348.71000000000004,116.23666666666668,18.0,243.0,0.0,2011-01-18 12:05:00,0,0.41727342545133644
12528,9.0,8.0,1922.28,240.285,50.0,303.0,0.031578947368421,2011-01-31 09:05:00,0,0.41813048174560047
12530,60.0,5.0,1623.63,324.726,51.0,277.0,0.0294117647058823,2011-01-07 10:04:00,0,0.41336781226106706
12531,15.0,1.0,125.22,125.22,17.0,0.0,0.0,2011-11-25 11:12:00,0,0.4006341247813998
12532,30.0,1.0,349.83000000000004,349.83000000000004,16.0,0.0,0.0,2011-11-09 13:47:00,0,0.38679217049317044
12534,131.0,1.0,1089.18,1089.18,63.0,0.0,0.0,2011-08-01 10:26:00,0,0.45052740415921333
12535,92.0,2.0,716.35,358.175,28.0,94.0,0.0,2011-06-06 12:47:00,0,0.3922529994135613
12536,8.0,5.0,4106.82,821.3639999999999,260.0,51.0,0.0439560439560439,2011-10-11 14:52:00,0,0.5150595699495739
12538,29.0,1.0,363.95,363.95,21.0,0.0,0.0,2011-11-10 17:16:00,0,0.3857939579130541
12539,22.0,5.0,3852.5,770.5,158.0,311.0,0.0036496350364963,2011-01-10 09:11:00,0,0.44849868384080943
12540,20.0,19.0,13309.04,700.4757894736841,278.0,342.0,0.0062370062370062,2010-12-13 09:39:00,0,0.519512830614308
12541,30.0,3.0,981.18,327.06,46.0,251.0,0.0,2011-03-04 09:32:00,0,0.38931459633880866
12544,30.0,2.0,355.7,177.85,19.0,6.0,0.05,2011-11-03 16:15:00,0,0.41285367654237637
12545,75.0,2.0,1000.39,500.195,42.0,184.0,0.0,2011-03-25 12:04:00,0,0.39899594527680116
12546,47.0,3.0,1141.5,380.5,59.0,31.0,0.0142857142857142,2011-09-23 09:44:00,0,0.4097701473636677
12547,198.0,2.0,207.8,103.9,7.0,82.0,0.0,2011-03-04 12:46:00,0,0.45319785235167925
12548,166.0,1.0,95.2,95.2,5.0,0.0,0.0,2011-06-26 15:35:00,0,0.43944969585587434
12550,79.0,1.0,964.83,964.83,57.0,0.0,0.0,2011-09-21 14:35:00,0,0.4330473952417507
12551,358.0,1.0,168.0,168.0,10.0,0.0,0.0,2010-12-17 11:23:00,0,0.4525804317625212
12552,39.0,2.0,437.82,218.91,20.0,0.0,0.0,2011-10-31 12:11:00,0,0.3883880228081105
12553,8.0,14.0,3652.25,260.875,95.0,321.0,0.0255102040816326,2011-01-14 10:42:00,0,0.43095364622972704
12556,50.0,2.0,603.71,301.855,100.0,100.0,0.0,2011-07-11 13:35:00,0,0.4015781233618607
12557,16.0,5.0,11990.96,2398.192,15.0,355.0,0.0,2010-12-03 12:20:00,0,0.5460249590757039
12558,2.0,2.0,0.01,0.01,11.0,5.0,0.5,2011-12-02 10:41:00,0,0.695551475896444
12559,311.0,3.0,536.21,178.73666666666668,21.0,8.0,0.0454545454545454,2011-01-24 10:12:00,0,0.47524937264435174
12560,5.0,4.0,2101.39,525.3475,92.0,137.0,0.054054054054054,2011-07-19 15:55:00,0,0.44244389544369583
12561,303.0,1.0,238.85,238.85,16.0,0.0,0.0,2011-02-10 11:39:00,0,0.4128085658313675
12562,8.0,7.0,3781.74,540.2485714285715,99.0,190.0,0.0,2011-05-25 12:44:00,0,0.4244005193175989
12564,261.0,1.0,456.9,456.9,21.0,0.0,0.0,2011-03-23 14:55:00,0,0.4171257554637291
12565,282.0,2.0,131.17,65.585,9.0,7.0,0.1,2011-02-24 10:34:00,0,0.5055324758204315
12566,73.0,2.0,346.7,173.35,19.0,13.0,0.05,2011-09-14 14:30:00,0,0.4111191623387429
12567,23.0,11.0,9114.94,828.6309090909091,323.0,346.0,0.0367170626349892,2010-12-05 11:57:00,0,0.5075038935955635
12569,2.0,35.0,4064.99,116.14257142857144,92.0,250.0,0.0157068062827225,2011-04-01 13:47:00,0,0.5173598637964804
12571,40.0,2.0,519.61,259.805,31.0,81.0,0.0,2011-08-10 12:35:00,0,0.38647955277493723
12572,9.0,3.0,1004.72,334.9066666666667,53.0,43.0,0.032258064516129,2011-10-19 08:20:00,0,0.41638902549725404
12573,227.0,1.0,160.54000000000002,160.54000000000002,26.0,0.0,0.0,2011-04-26 15:52:00,0,0.4066329921683458
12574,316.0,1.0,218.45,218.45,11.0,0.0,0.0,2011-01-28 09:20:00,0,0.42407787211645664
12576,36.0,6.0,1306.98,217.83,72.0,268.0,0.0112359550561797,2011-02-08 11:31:00,0,0.39412364937526445
12577,35.0,4.0,595.4,148.85,137.0,323.0,0.0067567567567567,2010-12-15 16:21:00,0,0.43315704994726134
12578,21.0,4.0,2753.36,688.34,112.0,317.0,0.05,2011-01-05 10:46:00,0,0.451828946028606
12579,73.0,3.0,410.72,136.90666666666667,29.0,4.0,0.064516129032258,2011-09-22 17:15:00,0,0.4264401579560875
12580,247.0,1.0,415.7,415.7,24.0,0.0,0.0,2011-04-07 10:24:00,0,0.4135722402534343
12581,40.0,1.0,197.71,197.71,15.0,0.0,0.0,2011-10-31 08:56:00,0,0.3848323909728263
12582,239.0,2.0,511.36,255.68,21.0,49.0,0.0,2011-02-24 11:42:00,0,0.4248234497341846
12583,3.0,18.0,7187.34,399.2966666666667,115.0,370.0,0.0159362549800796,2010-12-01 08:45:00,0,0.47004127376777816
12584,4.0,18.0,1893.95,105.21944444444443,44.0,276.0,0.238095238095238,2011-03-04 15:15:00,0,0.5598703765373542
12585,234.0,4.0,1982.81,495.7025,77.0,117.0,0.1030927835051546,2010-12-23 12:58:00,0,0.5176468818678955
12586,17.0,2.0,179.94000000000003,89.97000000000001,12.0,351.0,0.0833333333333333,2010-12-06 09:31:00,0,0.5136152241819548
12587,8.0,1.0,144.0,144.0,4.0,0.0,0.0,2011-12-02 12:47:00,0,0.43257020783062006
12588,39.0,1.0,214.9,214.9,10.0,0.0,0.0,2011-10-31 15:01:00,0,0.3916123426532022
12589,29.0,2.0,646.68,323.34,29.0,115.0,0.0,2011-07-18 12:05:00,0,0.3842540520050369
12590,190.0,3.0,9861.38,3287.1266666666666,68.0,20.0,0.0285714285714285,2011-05-12 14:46:00,0,0.5534826248941613
12591,317.0,1.0,452.85,452.85,26.0,0.0,0.0,2011-01-26 14:35:00,0,0.43850969180500227
12592,92.0,2.0,437.6,218.8,11.0,121.0,0.0,2011-05-10 13:44:00,0,0.40701722472201335
12593,109.0,3.0,418.1,139.36666666666665,14.0,110.0,0.0,2011-05-05 09:29:00,0,0.4140796542422606
12594,38.0,11.0,3320.2200000000003,301.83818181818185,50.0,285.0,0.0084033613445378,2011-01-21 09:52:00,0,0.4268434102171165
12596,51.0,2.0,618.27,309.135,25.0,190.0,0.0,2011-04-11 13:22:00,0,0.3897173378922501
12597,19.0,5.0,3683.13,736.626,184.0,248.0,0.0373831775700934,2011-03-16 14:00:00,0,0.46063835524102864
12598,10.0,9.0,3002.68,333.63111111111107,84.0,275.0,0.0075187969924812,2011-02-28 11:58:00,0,0.40633562618466446
12599,29.0,7.0,1032.58,147.51142857142855,32.0,275.0,0.0,2011-02-08 13:28:00,0,0.4105436916061002
12600,29.0,11.0,2581.04,234.64,32.0,342.0,0.0153846153846153,2010-12-03 12:57:00,0,0.4459862861008875
12601,190.0,6.0,569.5600000000001,94.92666666666668,21.0,142.0,0.0344827586206896,2011-01-11 10:38:00,0,0.4745127977926604
12602,59.0,1.0,153.12,153.12,12.0,0.0,0.0,2011-10-12 11:22:00,0,0.38886502397041167
12603,22.0,1.0,739.1999999999999,739.1999999999999,2.0,0.0,0.0,2011-11-18 10:42:00,0,0.48361686496501877
12604,79.0,2.0,254.18,127.09,15.0,182.0,0.0,2011-03-23 12:06:00,0,0.40908744989296014
12605,365.0,1.0,0.01,0.01,3.0,0.0,1.0,2010-12-09 15:41:00,0,0.7278670269680063
12607,58.0,2.0,0.01,0.01,101.0,2.0,0.5,2011-10-10 16:06:00,0,0.7017693359839419
12609,78.0,3.0,1126.85,375.6166666666666,57.0,240.0,0.0,2011-01-25 15:13:00,0,0.4000637712545972
12610,23.0,7.0,2057.99,293.9985714285714,85.0,103.0,0.045045045045045,2011-08-05 13:52:00,0,0.4305748698864383
12611,52.0,1.0,1193.32,1193.32,65.0,0.0,0.0,2011-10-18 13:12:00,0,0.4472712425122219
12612,58.0,2.0,643.59,321.795,19.0,16.0,0.0952380952380952,2011-09-26 15:35:00,0,0.4402544297997445
12613,31.0,6.0,3218.98,536.4966666666667,124.0,230.0,0.0613496932515337,2011-03-22 15:42:00,0,0.4453423097527594
12614,278.0,1.0,315.6,315.6,20.0,0.0,0.0,2011-03-07 10:22:00,0,0.40575933302592826
12615,2.0,4.0,2291.19,572.7975,82.0,166.0,0.0,2011-06-24 13:35:00,0,0.4143629399523716
12616,85.0,5.0,657.25,131.45,25.0,212.0,0.1111111111111111,2011-02-15 14:17:00,0,0.45042221290831813
12617,29.0,1.0,355.53,355.53,39.0,0.0,0.0,2011-11-10 14:39:00,0,0.3888600412200411
12618,22.0,1.0,177.31,177.31,11.0,0.0,0.0,2011-11-18 11:10:00,0,0.3940723747144273
12619,16.0,13.0,3214.81,247.2930769230769,50.0,237.0,0.0526315789473684,2011-03-31 13:10:00,0,0.44008915986138664
12620,15.0,3.0,1339.41,446.47,89.0,189.0,0.0,2011-05-19 12:10:00,0,0.3992652907799958
12621,2.0,23.0,13612.07,591.8291304347825,261.0,364.0,0.0147679324894514,2010-12-09 10:16:00,0,0.5206135896446182
12622,232.0,1.0,180.1,180.1,11.0,0.0,0.0,2011-04-21 16:39:00,0,0.40333975538115474
12623,276.0,1.0,305.1,305.1,18.0,0.0,0.0,2011-03-08 13:50:00,0,0.4051936912233375
12624,106.0,2.0,641.13,320.565,36.0,71.0,0.0,2011-06-15 12:34:00,0,0.3930539317544512
12625,212.0,3.0,2614.32,871.44,74.0,107.0,0.0549450549450549,2011-01-24 13:27:00,0,0.5116996231819174
12626,23.0,13.0,6388.35,491.4115384615385,232.0,303.0,0.0423452768729641,2011-01-17 11:01:00,0,0.4707131430060506
12627,11.0,7.0,4478.53,639.79,162.0,129.0,0.0,2011-07-22 13:59:00,0,0.45389395532414195
12628,4.0,4.0,769.61,192.4025,34.0,60.0,0.0465116279069767,2011-10-06 09:28:00,0,0.4194781993493329
12630,10.0,2.0,1270.88,635.44,60.0,34.0,0.0,2011-10-27 10:41:00,0,0.41880246495889045
12631,57.0,1.0,640.5,640.5,31.0,0.0,0.0,2011-10-13 13:53:00,0,0.4003971460855373
