CustomerID,EarlyFrequency,EarlyMonetary,EarlyAvgBasketValue,EarlyDistinctProducts,EarlyCancellationRate,Monetary,IsHighValue
12510,1,681.05,681.05,29,0.0,982.5699999999999,0
12516,1,583.2,583.2,13,0.0,1312.06,0
12517,2,1538.7,769.35,173,0.0,2464.89,0
12518,4,1717.75,429.4375,75,0.0,2056.89,0
12520,4,1645.81,411.4525,94,0.02857142857142857,2582.51,0
12523,4,500.19,125.0475,30,0.0,1745.57,0
12524,3,1338.17,446.0566666666667,46,0.0,4485.72,1
12526,2,1039.58,519.79,54,0.0,1316.66,0
12527,2,284.92,142.46,15,0.0,348.71000000000004,0
12528,3,765.46,255.15333333333334,38,0.043478260869565216,1922.28,0
12530,1,387.40000000000003,387.40000000000003,13,0.0,1623.63,0
12535,1,371.45,371.45,18,0.0,716.35,0
12539,4,2801.84,700.46,126,0.004329004329004329,3852.5,1
12540,4,2251.47,562.8675,56,0.015625,13309.039999999999,1
12541,1,312.4,312.4,17,0.0,981.18,0
12545,1,628.15,628.15,34,0.0,1000.39,0
12553,7,1345.47,192.21,64,0.037037037037037035,3652.25,1
12556,1,312.9,312.9,60,0.0,603.71,0
12557,2,4037.1200000000003,2018.5600000000002,9,0.0,11990.960000000001,1
12560,3,1403.69,467.8966666666667,78,0.07228915662650602,2101.39,0
12562,3,1605.23,535.0766666666667,53,0.0,3781.7400000000002,1
12567,3,3179.11,1059.7033333333334,132,0.0,9114.94,1
12569,8,1378.04,172.255,34,0.017857142857142856,4064.9900000000002,1
12576,2,421.65,210.825,30,0.0,1306.98,0
12577,1,195.89,195.89,67,0.0,595.4,0
12578,3,1567.51,522.5033333333333,71,0.07894736842105263,2753.36,0
12583,4,1889.58,472.395,42,0.017857142857142856,7187.34,1
12584,2,453.73,226.865,18,0.05263157894736842,1893.95,0
12585,2,1206.81,603.405,65,0.12162162162162163,1982.81,0
12586,1,-17.0,-17.0,1,1.0,179.94000000000003,0
12589,1,131.5,131.5,10,0.0,646.68,0
12592,1,231.8,231.8,9,0.0,437.6,0
12593,2,321.8,160.9,13,0.0,418.09999999999997,0
12594,6,1159.54,193.25666666666666,31,0.020833333333333332,3320.2200000000003,1
12596,1,269.95,269.95,15,0.0,618.27,0
12597,2,1428.81,714.405,72,0.0,3683.13,1
12598,4,1265.34,316.335,40,0.020833333333333332,3002.68,1
12599,2,312.46000000000004,156.23000000000002,17,0.0,1032.58,0
12600,3,702.74,234.24666666666667,11,0.0,2581.04,0
12601,3,368.36,122.78666666666668,14,0.0,569.5600000000001,0
12604,1,178.5,178.5,10,0.0,254.18,0
12609,1,287.93,287.93,16,0.0,1126.85,0
12610,5,1839.79,367.95799999999997,83,0.020202020202020204,2057.99,0
12613,4,1462.52,365.63,65,0.0,3218.98,1
12615,1,634.74,634.74,31,0.0,2291.19,0
12616,3,229.4,76.46666666666667,11,0.21428571428571427,657.25,0
12619,2,631.66,315.83,11,0.0,3214.81,1
12620,1,561.66,561.66,33,0.0,1339.41,0
12621,5,2907.34,581.4680000000001,65,0.011764705882352941,13612.07,1
12625,2,1647.1200000000001,823.5600000000001,54,0.08620689655172414,2614.32,0
12626,4,1166.55,291.6375,57,0.11940298507462686,6388.35,1
12627,6,3911.55,651.9250000000001,143,0.0,4478.53,1
12633,1,1012.82,1012.82,34,0.0,2140.63,0
12637,6,2323.1,387.18333333333334,120,0.026490066225165563,5953.25,1
12643,1,871.1999999999999,871.1999999999999,2,0.0,3344.64,1
12645,1,369.29999999999995,369.29999999999995,16,0.0,1755.38,0
12647,5,1140.7,228.14000000000001,36,0.11538461538461539,3669.92,1
12649,1,-19.799999999999997,-19.799999999999997,2,1.0,603.71,0
12653,1,779.1,779.1,16,0.0,2209.85,0
12654,1,166.6,166.6,11,0.0,601.98,0
12656,3,1621.35,540.4499999999999,25,0.030303030303030304,3982.72,1
12662,3,565.48,188.49333333333334,33,0.05555555555555555,3817.08,1
12664,2,1303.5800000000002,651.7900000000001,5,0.0,4863.88,1
12668,2,1479.67,739.835,69,0.0,3743.18,1
12669,3,1136.3,378.76666666666665,70,0.014084507042253521,1607.73,0
12670,2,1026.3899999999999,513.1949999999999,28,0.0,2986.15,1
12673,1,220.9,220.9,23,0.0,610.52,0
12674,3,946.8,315.59999999999997,30,0.02631578947368421,1919.31,0
12676,2,707.4,353.7,17,0.0,1331.39,0
12678,3,574.71,191.57000000000002,17,0.0,17588.26,1
12679,3,869.13,289.71,43,0.06382978723404255,1058.67,0
12680,3,613.36,204.45333333333335,29,0.0,862.81,0
12681,7,5069.78,724.2542857142856,131,0.008968609865470852,13677.59,1
12682,5,2912.14,582.428,74,0.0,12288.22,1
12683,6,2092.67,348.77833333333336,77,0.02127659574468085,8221.09,1
12684,4,1379.48,344.87,37,0.0,2283.63,0
12689,1,511.03,511.03,34,0.0,1247.61,0
12691,3,406.2,135.4,13,0.0,1035.8,0
12693,3,386.9,128.96666666666667,19,0.047619047619047616,830.96,0
12694,1,439.5,439.5,20,0.0,869.67,0
12695,1,89.25,89.25,6,0.0,582.1,0
12697,3,724.01,241.33666666666667,27,0.03333333333333333,939.02,0
12700,3,2113.05,704.35,110,0.008130081300813009,4867.99,1
12701,1,337.08,337.08,21,0.0,797.71,0
12704,3,1100.92,366.97333333333336,40,0.0,2220.84,0
12705,1,858.0,858.0,30,0.0,6814.24,1
12708,3,763.72,254.57333333333335,41,0.0,2616.32,0
12709,6,3016.65,502.77500000000003,40,0.30357142857142855,9294.1,1
12710,3,771.91,257.30333333333334,47,0.04,1130.57,0
12712,6,950.7800000000001,158.46333333333334,31,0.10638297872340426,4241.63,1
12714,2,1761.92,880.96,96,0.0,4708.86,1
12716,1,677.9,677.9,45,0.0,1053.49,0
12717,1,609.74,609.74,31,0.0,980.98,0
12720,5,1087.33,217.46599999999998,69,0.01282051282051282,5713.28,1
12721,3,714.47,238.15666666666667,42,0.06666666666666667,2628.98,0
12724,1,154.9,154.9,11,0.0,1031.41,0
12726,2,571.86,285.93,23,0.0,2609.1,0
12727,6,1974.32,329.05333333333334,79,0.021739130434782608,3947.7,1
12728,3,617.31,205.76999999999998,29,0.0,836.33,0
12731,2,4246.33,2123.165,53,0.0,18793.41,1
12744,6,4171.81,695.3016666666667,96,0.0423728813559322,9120.39,1
12747,4,1320.09,330.0225,21,0.0,4196.01,1
12748,46,4986.09,108.39326086956522,580,0.002512562814070352,29072.1,1
12749,4,2678.23,669.5575,113,0.07913669064748201,3868.2,1
12753,5,9187.94,1837.5880000000002,69,0.08490566037735849,21024.01,1
12755,3,3794.3999999999996,1264.8,5,0.2,2203.2,0
12757,13,1651.68,127.05230769230769,89,0.046875,4227.7,1
12758,1,1570.19,1570.19,56,0.0,2791.59,1
12759,1,444.8,444.8,27,0.0,1531.44,0
12763,1,320.08,320.08,16,0.0,494.08,0
12766,3,2809.42,936.4733333333334,110,0.0,6989.63,1
12775,3,415.36,138.45333333333335,20,0.04,1351.24,0
12778,3,408.06,136.02,24,0.0,804.23,0
12779,3,1198.58,399.52666666666664,35,0.0,3868.7,1
12781,2,491.75,245.875,15,0.11764705882352941,707.72,0
12782,3,1089.83,363.27666666666664,50,0.07142857142857142,2273.32,0
12785,1,311.95,311.95,14,0.0,305.71,0
12787,1,158.1,158.1,8,0.0,463.66,0
12798,1,1607.04,1607.04,6,0.0,6977.04,1
12808,1,129.4,129.4,7,0.0,483.65000000000003,0
12820,1,170.46,170.46,11,0.0,942.34,0
12823,3,994.5,331.5,1,0.0,1759.5,0
12826,3,697.1,232.36666666666667,45,0.0,1468.1200000000001,0
12828,4,661.3100000000001,165.32750000000001,36,0.0,1018.71,0
12830,6,6348.08,1058.0133333333333,14,0.02702702702702703,6748.4,1
12836,1,846.69,846.69,39,0.0,2612.86,0
12838,1,390.79,390.79,59,0.0,683.13,0
12839,4,1085.71,271.4275,37,0.017241379310344827,5583.62,1
12841,8,1412.92,176.615,99,0.0,3876.4,1
12842,1,310.73,310.73,14,0.0,1118.99,0
12843,6,1356.11,226.01833333333332,64,0.05319148936170213,1680.76,0
12844,1,174.88,174.88,27,0.0,325.96000000000004,0
12849,1,704.5,704.5,33,0.0,1050.8899999999999,0
12853,4,868.5500000000001,217.13750000000002,36,0.06666666666666667,1881.7,0
12854,4,775.02,193.755,73,0.06172839506172839,1289.15,0
12857,1,801.6,801.6,34,0.0,1106.4,0
12863,1,-17.0,-17.0,1,1.0,504.2,0
12865,1,-20.16,-20.16,1,1.0,1548.07,0
12867,3,778.7,259.56666666666666,95,0.03361344537815126,3986.22,1
12868,3,673.21,224.40333333333334,42,0.0,1607.0600000000002,0
12871,1,132.0,132.0,4,0.0,380.64,0
12875,1,293.76000000000005,293.76000000000005,1,0.0,343.2300000000001,0
12876,1,726.43,726.43,34,0.0,2218.02,0
12877,3,329.46000000000004,109.82000000000001,15,0.0,1535.77,0
12878,2,854.99,427.495,38,0.0,841.64,0
12886,2,747.69,373.845,47,0.0784313725490196,1351.09,0
12891,2,246.00000000000003,123.00000000000001,2,0.0,331.0,0
12897,1,128.8,128.8,2,0.0,216.5,0
12901,15,7842.44,522.8293333333334,23,0.05454545454545454,16293.1,1
12904,1,244.69,244.69,32,0.0,509.58,0
12908,2,-72.0,-36.0,1,0.5,246.0,0
12909,5,1485.92,297.184,55,0.04411764705882353,2128.83,0
12910,3,1142.5,380.8333333333333,26,0.0,3075.04,1
12913,3,866.39,288.7966666666667,12,0.0,2483.63,0
12915,1,199.65,199.65,13,0.0,363.65,0
12916,3,1473.83,491.27666666666664,37,0.03225806451612903,2982.35,1
12919,5,407.9,81.58,12,0.1111111111111111,1301.44,0
12921,8,3169.13,396.14125,99,0.0058823529411764705,16389.74,1
12924,3,284.24,94.74666666666667,5,0.1,929.95,0
12928,1,392.34000000000003,392.34000000000003,17,0.0,2062.7000000000003,0
12929,1,117.85,117.85,8,0.0,105.1,0
12930,3,215.66,71.88666666666667,14,0.125,409.9,0
12931,5,1853.9,370.78000000000003,6,0.125,33462.81,1
12933,2,109.5,54.75,8,0.1111111111111111,606.28,0
12935,1,431.63,431.63,27,0.0,2156.45,0
12937,2,428.23,214.115,27,0.0,1504.27,0
12939,3,7228.32,2409.44,20,0.0,11581.8,1
12942,1,258.75,258.75,16,0.0,683.9,0
12944,1,286.95,286.95,14,0.0,604.51,0
12947,4,445.85,111.4625,31,0.08333333333333333,1407.29,0
12948,3,886.26,295.42,46,0.0,2053.7,0
12949,5,2226.5,445.3,108,0.03361344537815126,4143.02,1
12951,4,452.78000000000003,113.19500000000001,28,0.03333333333333333,1042.07,0
12955,3,697.42,232.47333333333333,27,0.0,4734.26,1
12957,4,728.34,182.085,50,0.07017543859649122,3979.04,1
12962,1,170.54000000000002,170.54000000000002,11,0.0,266.39,0
12963,2,350.2,175.1,17,0.058823529411764705,1841.03,0
12967,3,1630.95,543.65,19,0.05,1194.75,0
12970,2,23.8,11.9,8,0.0,452.24,0
12971,20,1797.87,89.89349999999999,42,0.030303030303030304,10930.26,1
12980,6,3603.9900000000002,600.6650000000001,5,0.09090909090909091,7092.06,1
12981,1,187.18,187.18,11,0.0,372.21999999999997,0
12987,2,290.6,145.3,14,0.125,545.0,0
12989,4,1912.0,478.0,9,0.1,6854.51,1
12990,1,97.5,97.5,3,0.0,409.5,0
12993,2,175.29999999999998,87.64999999999999,12,0.0,414.76,0
12994,2,316.40000000000003,158.20000000000002,22,0.21428571428571427,902.22,0
12997,4,583.27,145.8175,30,0.15384615384615385,1197.94,0
13000,1,201.75,201.75,11,0.0,534.85,0
13001,10,6058.87,605.887,128,0.013636363636363636,9797.92,1
13003,2,89.05000000000001,44.525000000000006,4,0.0,149.05,0
13004,5,1592.04,318.408,103,0.0,5613.43,1
13012,4,702.29,175.5725,35,0.027777777777777776,1311.6200000000001,0
13013,2,1528.34,764.17,64,0.0,4786.99,1
13014,6,1292.98,215.49666666666667,29,0.15,3365.43,1
13015,4,1763.04,440.76,80,0.0,3346.28,1
13018,11,3302.14,300.19454545454545,180,0.004784688995215311,7272.75,1
13021,3,130.32,43.44,9,0.2222222222222222,2584.4,0
13026,2,243.71999999999997,121.85999999999999,5,0.0,936.15,0
13027,2,1824.0,912.0,6,0.0,6912.0,1
13029,1,382.5,382.5,1,0.0,1247.5,0
13030,1,427.74,427.74,50,0.0,799.48,0
13034,1,165.86,165.86,11,0.0,642.77,0
13035,1,333.0,333.0,12,0.0,886.63,0
13037,2,577.32,288.66,32,0.0,881.07,0
13038,1,395.1,395.1,15,0.0,908.46,0
13046,1,197.72,197.72,14,0.0,629.31,0
13047,5,822.58,164.51600000000002,35,0.022727272727272728,3079.1,1
13048,2,939.92,469.96,60,0.0,1805.91,0
13049,1,153.78,153.78,7,0.0,656.6800000000001,0
13050,11,2070.63,188.23909090909092,91,0.04918032786885246,5684.61,1
13055,1,344.86,344.86,22,0.0,1201.96,0
13058,1,47.550000000000004,47.550000000000004,3,0.0,271.40000000000003,0
13064,1,203.3,203.3,8,0.0,1119.49,0
13068,1,165.0,165.0,1,0.0,344.0,0
13069,6,1240.09,206.68166666666664,128,0.0,3717.82,1
13077,3,577.44,192.48000000000002,61,0.0,729.27,0
13078,10,1954.66,195.466,42,0.07246376811594203,12432.28,1
13079,3,172.4,57.46666666666667,2,0.0,220.10000000000002,0
13081,7,7390.26,1055.7514285714285,275,0.04819277108433735,27964.48,1
13082,3,1085.94,361.98,28,0.0,3595.48,1
13085,2,134.4,67.2,13,0.35,272.38,0
13089,29,14933.02,514.931724137931,302,0.019736842105263157,57385.88,1
13090,7,1622.17,231.73857142857145,15,0.10526315789473684,8689.39,1
13092,2,295.65,147.825,10,0.0,459.83,0
13093,9,7478.92,830.9911111111111,95,0.0375,7741.47,1
13094,5,528.96,105.792,3,0.0,1708.8600000000001,0
13097,4,1656.4,414.1,88,0.01904761904761905,5893.32,1
13098,10,3210.52,321.052,58,0.17721518987341772,28658.88,1
13102,11,2325.24,211.38545454545454,73,0.03361344537815126,6336.29,1
13104,2,213.72,106.86,3,0.0,1098.48,0
13107,2,559.29,279.645,21,0.08695652173913043,1524.07,0
13109,2,364.9,182.45,24,0.04,766.84,0
13110,4,696.69,174.1725,65,0.0125,1452.8700000000001,0
13113,12,2636.52,219.71,53,0.17777777777777778,10510.0,1
13115,3,-14.6,-4.866666666666666,3,1.0,2205.63,0
13117,3,499.93,166.64333333333335,31,0.0,984.91,0
13118,4,786.2900000000001,196.57250000000002,40,0.04,1125.0,0
13122,1,903.67,903.67,54,0.0,922.39,0
13124,1,1256.32,1256.32,61,0.0,3866.33,1
13126,4,523.91,130.9775,31,0.03125,2056.29,0
13131,1,324.9,324.9,14,0.0,1039.3,0
13134,5,849.7900000000001,169.95800000000003,42,0.08,1740.63,0
13136,1,-20.1,-20.1,3,1.0,2545.38,0
13137,2,863.84,431.92,140,0.0,3605.08,1
13138,1,193.23,193.23,14,0.0,962.39,0
13139,2,1170.02,585.01,34,0.0,5055.79,1
13140,1,159.51,159.51,15,0.0,423.72,0
13141,4,1037.9,259.475,55,0.016129032258064516,2385.8,0
13145,1,295.0,295.0,1,0.0,614.77,0
13148,6,886.3000000000001,147.71666666666667,110,0.1076923076923077,3348.48,1
13149,1,376.74,376.74,18,0.0,1676.06,0
13151,1,1257.8700000000001,1257.8700000000001,73,0.0,1250.3700000000001,0
13155,2,569.2,284.6,55,0.0,971.76,0
13157,3,478.28999999999996,159.42999999999998,21,0.07407407407407407,1721.57,0
13158,1,256.40999999999997,256.40999999999997,19,0.0,1201.06,0
13159,4,1097.19,274.2975,95,0.010101010101010102,1379.75,0
13162,2,709.96,354.98,37,0.075,1644.99,0
13165,1,354.64,354.64,13,0.0,1021.48,0
13167,3,659.67,219.89,42,0.0,791.33,0
13168,2,841.23,420.615,88,0.0,1310.14,0
13169,1,505.2,505.2,6,0.0,712.88,0
13171,1,140.35,140.35,23,0.0,426.81,0
13173,1,165.94,165.94,23,0.0,353.65,0
13174,2,2108.27,1054.135,178,0.0,2817.03,1
13178,2,1124.0,562.0,47,0.0,5725.47,1
13183,2,1138.88,569.44,23,0.0,3957.78,1
13184,5,723.81,144.762,60,0.013513513513513514,1648.79,0
13189,1,127.0,127.0,18,0.0,260.68,0
13192,1,464.32,464.32,33,0.0,911.94,0
13196,1,512.13,512.13,34,0.0,1797.78,0
13198,3,1173.79,391.2633333333333,76,0.012987012987012988,3384.09,1
13199,9,1948.96,216.5511111111111,20,0.0,9803.96,1
13200,2,627.01,313.505,34,0.0,870.09,0
13203,1,165.71,165.71,10,0.0,869.46,0
13207,1,197.52000000000004,197.52000000000004,5,0.0,250.26000000000002,0
13208,2,373.73,186.865,58,0.0,1205.9,0
13209,3,416.2,138.73333333333332,15,0.09523809523809523,5820.16,1
13211,1,110.7,110.7,2,0.0,1197.42,0
13213,5,961.73,192.346,44,0.03773584905660377,1518.43,0
13220,3,726.49,242.16333333333333,15,0.0,819.2900000000001,0
13221,1,498.16,498.16,35,0.0,847.41,0
13224,1,1212.26,1212.26,42,0.0,2150.85,0
13225,2,2470.44,1235.22,12,0.0,6083.04,1
13230,5,811.65,162.32999999999998,147,0.0,2763.41,1
13232,4,878.45,219.6125,105,0.0,1357.6,0
13233,1,304.24,304.24,17,0.0,605.12,0
13238,1,91.15,91.15,5,0.0,680.83,0
13240,1,224.07,224.07,21,0.0,663.65,0
13242,2,104.0,52.0,5,0.0,270.40000000000003,0
13246,3,1083.56,361.18666666666667,55,0.0,1922.1,0
13249,1,291.84000000000003,291.84000000000003,2,0.0,711.41,0
13253,1,476.48,476.48,16,0.0,1030.4,0
13255,1,225.7,225.7,6,0.0,390.66,0
13258,1,224.62,224.62,12,0.0,698.58,0
13263,7,1915.98,273.7114285714286,247,0.0,7454.07,1
13265,3,1465.66,488.55333333333334,44,0.0,2107.66,0
13266,1,-45.0,-45.0,1,1.0,3717.67,1
13267,9,1157.92,128.6577777777778,39,0.08064516129032258,4404.44,1
13268,8,1798.93,224.86625,199,0.019157088122605363,3167.64,1
13269,2,662.1700000000001,331.08500000000004,26,0.0,5315.92,1
13277,2,125.9,62.95,4,0.0,258.4,0
13280,2,699.36,349.68,65,0.0,814.86,0
13282,3,770.5500000000001,256.85,15,0.043478260869565216,1047.8400000000001,0
13283,1,25.5,25.5,2,0.0,93.66,0
13285,2,1173.27,586.635,82,0.0,2709.12,0
13292,1,249.57,249.57,14,0.0,578.9399999999999,0
13301,2,327.77,163.885,40,0.0,618.09,0
13305,2,288.9,144.45,9,0.0,2000.86,0
13308,2,797.0500000000001,398.52500000000003,26,0.10344827586206896,1367.6100000000001,0
13309,1,390.71,390.71,34,0.0,1456.79,0
13310,2,388.93,194.465,27,0.06896551724137931,1083.63,0
13311,1,490.11,490.11,24,0.0,598.57,0
13313,1,307.3,307.3,17,0.0,1555.32,0
13316,2,1460.24,730.12,12,0.08333333333333333,5815.49,1
13317,2,238.05,119.025,14,0.0,2140.07,0
13319,10,2714.69,271.469,83,0.043795620437956206,10664.34,1
13320,3,466.61,155.53666666666666,33,0.07692307692307693,1491.7,0
13324,2,1110.6,555.3,8,0.0,7072.8,1
13327,3,947.9000000000001,315.9666666666667,21,0.0,3617.57,1
13329,3,255.59999999999997,85.19999999999999,7,0.2222222222222222,740.4,0
13330,1,335.82,335.82,13,0.0,1140.93,0
13334,1,1660.44,1660.44,124,0.0,3536.82,1
13340,1,3678.03,3678.03,51,0.0,10736.48,1
13344,1,1656.15,1656.15,68,0.0,2543.72,0
13362,2,1581.53,790.765,92,0.0,3085.4900000000002,1
13365,1,700.6,700.6,39,0.0,2191.22,0
13373,1,987.7,987.7,50,0.0,3312.25,1
13376,2,770.0,385.0,34,0.0,1019.76,0
13379,2,435.82,217.91,57,0.0,572.56,0
13381,1,416.11,416.11,24,0.0,3626.81,1
13384,4,1726.19,431.5475,70,0.03896103896103896,4122.28,1
13389,1,257.89,257.89,18,0.0,797.96,0
13394,2,634.1800000000001,317.09000000000003,34,0.0,2312.8,0
13396,2,370.92,185.46,15,0.0625,1325.29,0
13397,2,601.77,300.885,13,0.0,1539.18,0
13402,1,308.28000000000003,308.28000000000003,17,0.0,621.23,0
13404,1,217.81,217.81,9,0.0,252.49,0
13405,1,160.05,160.05,6,0.0,572.451,0
13408,13,5587.27,429.79,75,0.054945054945054944,27487.41,1
13410,3,398.78999999999996,132.92999999999998,10,0.07142857142857142,988.91,0
13414,1,390.0,390.0,1,0.0,1390.5,0
13417,1,236.0,236.0,10,0.0,640.83,0
13418,5,1579.62,315.924,40,0.0,5845.44,1
13421,2,822.94,411.47,65,0.015384615384615385,1848.98,0
13425,1,401.57,401.57,27,0.0,1624.21,0
13426,2,639.4300000000001,319.71500000000003,31,0.0,3550.7000000000003,1
13427,1,214.5,214.5,9,0.0,582.6,0
13435,3,1088.1200000000001,362.7066666666667,31,0.0,3794.4900000000002,1
13437,3,2024.25,674.75,105,0.0,3408.06,1
13448,5,788.5400000000001,157.70800000000003,31,0.05555555555555555,3465.67,1
13450,3,1119.1799999999998,373.05999999999995,21,0.0,2043.7199999999998,0
13451,3,952.67,317.5566666666667,144,0.006369426751592357,2916.45,1
13453,1,185.0,185.0,8,0.0,356.97999999999996,0
13455,2,650.9,325.45,30,0.16666666666666666,1007.35,0
13456,4,826.1600000000001,206.54000000000002,18,0.08,1737.8200000000002,0
13458,8,4131.02,516.3775,122,0.033783783783783786,9537.92,1
13461,2,884.2,442.1,12,0.0,1445.0,0
13468,9,1609.5,178.83333333333334,74,0.0,5656.75,1
13473,2,236.16,118.08,12,0.07692307692307693,417.54,0
13475,3,1278.48,426.16,62,0.0,1431.78,0
13476,2,706.9,353.45,29,0.06451612903225806,1092.77,0
13477,4,502.97999999999996,125.74499999999999,25,0.06896551724137931,1441.53,0
13481,1,-4.25,-4.25,1,1.0,1776.81,0
13487,1,193.15,193.15,11,0.0,575.4,0
13488,4,3390.81,847.7025,137,0.006711409395973154,8910.61,1
13489,2,235.68,117.84,6,0.0,449.52,0
13491,5,641.83,128.366,35,0.0,1215.82,0
13495,3,810.6800000000001,270.2266666666667,18,0.15384615384615385,1990.1200000000001,0
13496,2,465.61,232.805,26,0.037037037037037035,617.93,0
13499,3,454.59000000000003,151.53,18,0.08695652173913043,1146.96,0
13500,2,668.8,334.4,35,0.0,1136.77,0
13502,2,189.16,94.58,9,0.0,292.0,0
13505,5,2518.37,503.674,110,0.046511627906976744,4282.88,1
13507,3,2022.79,674.2633333333333,123,0.0,2479.16,0
13509,3,650.02,216.67333333333332,23,0.0,979.72,0
13510,3,891.41,297.13666666666666,53,0.031746031746031744,1785.16,0
13515,1,203.4,203.4,13,0.0,891.12,0
13516,1,146.0,146.0,7,0.0,1389.41,0
13517,4,1592.83,398.2075,99,0.01818181818181818,2109.07,0
13520,2,988.52,494.26,27,0.0,3487.75,1
13523,1,566.95,566.95,30,0.0,3755.38,1
13524,2,247.70000000000002,123.85000000000001,10,0.0,680.1800000000001,0
13525,1,282.88,282.88,2,0.0,628.78,0
13527,1,110.45,110.45,5,0.0,2263.76,0
13529,1,181.1,181.1,7,0.0,307.76,0
13531,1,305.45,305.45,15,0.0,483.8,0
13534,13,927.75,71.36538461538461,37,0.15625,5613.08,1
13538,2,504.3,252.15,5,0.0,1280.85,0
