CustomerID,Cluster
14029,2
14030,0
14031,0
14032,0
14034,2
14035,0
14036,1
14037,1
14038,2
14039,2
14040,0
14041,1
14044,0
14045,0
14046,1
14047,0
14048,1
14049,0
14050,2
14051,0
14052,2
14053,2
14054,2
14055,2
14056,0
14057,0
14059,1
14060,0
14062,0
14064,0
14066,1
14067,2
14068,1
14071,0
14073,2
14075,0
14076,2
14077,0
14078,0
14079,2
14080,2
14081,1
14082,1
14083,0
14085,0
14087,2
14088,0
14089,2
14090,1
14092,0
14093,2
14096,0
14098,2
14099,0
14100,2
14101,0
14102,2
14104,1
14105,2
14107,0
14108,2
14109,2
14110,0
14111,0
14112,0
14113,0
14114,1
14116,2
14117,1
14119,1
14121,2
14124,2
14125,2
14126,2
14127,0
14128,0
14129,0
14130,1
14132,0
14133,0
14135,0
14138,2
14139,2
14140,2
14141,2
14142,1
14143,2
14145,0
14146,0
14147,0
14148,1
14149,1
14150,0
14152,2
14154,1
14155,1
14156,0
14157,0
14158,2
14159,0
14161,1
14162,1
14163,2
14164,2
14165,1
14167,0
14171,2
14173,0
14174,2
14175,0
14176,1
14177,2
14178,0
14179,2
14180,0
14184,2
14185,1
14188,0
14189,0
14191,0
14193,0
14194,0
14195,1
14196,2
14198,0
14199,1
14201,0
14204,2
14205,0
14206,1
14208,2
14209,0
14210,0
14211,0
14212,2
14213,1
14214,0
14215,0
14216,2
14217,0
14218,2
14219,2
14220,1
14221,0
14222,1
14223,0
14224,0
14226,0
14227,0
14229,0
14231,1
14232,0
14233,0
14234,2
14235,0
14236,0
14237,1
14238,1
14239,0
14240,0
14241,1
14242,1
14243,0
14245,2
14246,2
14247,1
14248,1
14250,2
14251,2
14256,1
14257,0
14258,0
14259,1
14261,2
14262,0
14264,0
14265,2
14267,2
14270,1
14271,1
14272,2
14273,0
14276,0
14277,0
14280,1
14282,0
14284,2
14285,2
14286,0
14287,0
14288,1
14289,0
14290,0
14291,0
14292,0
14293,0
14295,0
14297,0
14298,0
14299,0
14300,2
14301,2
14304,1
14305,2
14306,2
14307,0
14309,0
14311,1
14312,0
14314,2
14315,0
14317,2
14320,1
14321,0
14323,2
14326,1
14327,1
14329,0
14331,2
14332,2
14333,2
14334,0
14335,2
14336,0
14338,2
14339,1
14340,1
14341,0
14342,0
14344,0
14345,2
14346,0
14348,1
14349,2
14350,1
14351,1
14352,2
14353,1
14354,2
14355,1
14356,2
14357,2
14359,2
14360,2
14362,2
14364,2
14367,0
14368,1
14371,1
14373,1
14375,1
14377,1
14379,0
14381,2
14382,2
14383,2
14385,2
14386,1
14387,2
14388,0
14389,0
14390,0
14393,1
14395,0
14396,0
14397,0
14400,2
14401,0
14403,2
14404,0
14406,2
14407,0
14408,0
14409,0
14410,0
14411,1
14412,2
14413,1
14414,0
14415,0
14416,2
14418,2
14419,0
14420,2
14421,2
14422,0
14423,1
14424,2
14426,0
14427,2
14428,0
14431,1
14432,2
14434,2
14436,2
14437,1
14438,1
14439,1
14440,0
14441,0
14442,0
14443,0
14446,0
14447,0
14448,0
14449,0
14450,1
14451,2
14452,2
14453,1
14456,0
14457,1
14459,2
14460,0
14461,2
14462,0
14463,2
14465,1
14466,0
14467,0
14470,0
14472,0
14473,0
14474,2
14475,0
14476,1
14477,0
14479,1
14480,2
14481,2
14482,0
14483,2
14484,2
14485,2
14487,0
14488,2
14489,1
14491,2
14493,0
14494,2
14495,2
14496,1
14497,1
14498,0
14499,0
14500,2
14501,0
14502,0
14503,0
14504,0
14505,0
14506,0
14507,0
14508,2
14511,2
14512,1
14513,0
14514,0
14515,0
14517,2
14518,2
14520,0
14522,0
14523,2
14524,0
14525,0
14527,0
14528,2
14529,2
14530,0
14532,1
14533,0
14534,0
14535,0
14536,1
14537,2
14538,0
14539,2
14540,0
14541,0
14542,1
14543,0
14544,0
14546,0
14547,2
14548,2
14549,1
14550,2
14551,2
14552,2
14553,0
14554,2
14555,0
14557,2
14560,0
14561,2
14562,0
14565,0
14566,2
14567,2
14569,2
14570,1
14572,0
14573,0
14576,1
14577,0
14578,2
14581,2
14582,2
14583,0
14584,2
14585,2
14586,1
14587,0
14589,1
14591,0
14592,2
14593,0
14594,0
14595,0
14597,0
14598,2
14600,1
14601,2
14603,1
14606,0
14607,0
14608,0
14609,0
14616,1
14618,0
14619,1
14620,1
14621,0
14622,1
14623,0
14624,2
14625,0
14626,0
14627,1
14628,2
14629,2
14631,0
14632,1
14633,1
14636,0
14638,2
14639,0
14640,0
14641,2
14642,2
14643,0
14644,0
14645,2
14646,0
14647,1
14649,0
14651,2
14652,2
14653,0
14655,0
14656,2
14657,0
14658,2
14659,0
14660,2
14661,2
14662,0
14664,2
14665,0
14666,2
14667,0
14669,1
14670,1
14672,1
14673,0
14675,2
14676,0
14679,1
14680,0
14681,2
14682,1
14684,0
14687,2
14688,0
14689,1
14690,2
14691,0
14692,0
14693,1
14696,0
14697,1
14698,2
14699,1
14700,0
14701,0
14702,0
14703,2
14704,0
14705,1
14708,0
14709,0
14710,2
14711,0
14712,2
14713,0
14714,2
14715,0
14716,2
14719,0
14720,2
14722,2
14723,0
14725,2
14727,1
14729,1
14730,0
14731,2
14732,0
14733,0
14735,0
14737,0
14738,0
14739,0
14740,1
14741,0
14744,0
14745,0
14747,1
14748,0
14752,2
14753,2
14754,0
14755,0
14756,2
14757,2
14758,2
14759,0
14760,1
14761,0
14762,1
14764,2
14765,2
14766,0
14768,2
14769,0
14770,1
14772,2
14775,0
14776,0
14777,0
14778,2
14779,1
14780,2
14782,1
14784,0
14785,2
14788,2
14789,2
14790,0
14792,2
14793,2
14794,0
14795,1
14796,0
14798,0
14799,2
14800,0
14801,2
14803,2
14804,2
14805,0
14806,2
14808,0
14810,0
14813,1
14815,2
14816,1
14817,1
14818,0
14819,2
14820,2
14821,1
14823,1
14824,2
14825,0
14828,1
14829,0
14830,2
14834,0
14836,2
14837,2
14840,1
14841,0
14842,0
14844,0
14847,2
14849,0
14850,1
14851,0
14852,0
14853,0
14854,0
14855,2
14856,2
14857,2
14859,0
14860,2
14861,2
14862,2
14863,2
14865,0
14866,0
14867,0
14868,0
14869,2
14870,1
14871,0
14873,1
14875,0
14878,0
14880,0
14881,2
14882,2
14883,0
14885,2
14886,1
14887,2
14888,1
14889,1
14890,1
14891,2
14893,2
14894,2
14895,0
14896,1
14897,0
14898,0
14901,0
14902,2
14903,0
14904,2
14905,2
14907,0
14908,2
14910,2
14911,0
14912,0
14913,0
14915,0
14916,0
14918,2
14920,1
14921,0
14923,2
14924,1
14929,2
14930,0
14931,0
14932,1
14934,0
14935,1
14936,0
14937,2
14944,0
14946,2
14947,2
14948,0
14950,2
14951,2
14952,0
14953,2
14954,2
14957,1
14958,2
14959,0
14960,2
14961,0
14962,1
14963,0
14964,1
14965,2
14966,2
14967,2
14968,2
14970,0
14971,2
14972,2
14973,2
14974,2
14975,2
14976,0
14978,0
14981,1
14984,2
14985,1
14987,0
14988,1
14995,0
14997,2
14998,2
15000,2
15002,0
15004,2
15005,0
15006,2
15007,1
15009,2
15010,2
15012,0
15014,2
15016,1
15017,2
15018,0
15019,1
15021,0
15022,2
15023,0
15024,0
15025,2
15026,0
15027,0
15028,0
15030,2
15031,0
15032,1
15033,0
15034,0
15035,2
15036,2
15038,0
15039,0
15041,1
15042,1
15043,2
15044,0
15045,2
15046,0
15047,1
15048,0
15049,1
15050,2
15051,2
15052,1
15053,0
15054,2
15057,1
15058,0
15059,0
15060,2
15061,0
15062,0
15063,1
15065,0
15066,2
15067,0
15068,0
15069,1
15070,1
15071,0
15073,0
15074,2
15075,2
15076,1
15078,0
15079,1
15081,0
15083,1
15087,1
15088,2
15089,2
15090,1
15091,2
15092,1
15093,0
15095,2
15096,2
15097,2
15098,1
15099,2
15100,1
15101,0
15103,2
15104,2
15105,2
15106,0
15107,1
15108,2
15109,1
15110,0
15111,0
15113,2
15114,0
15115,2
15116,0
15117,0
15118,1
15119,1
15120,2
15121,0
15122,0
15123,0
15124,2
15125,0
15127,2
15128,0
15129,0
15130,1
15132,0
15133,2
15134,0
15135,1
15136,2
15139,1
15140,0
15142,2
15143,1
15144,0
15145,0
15146,2
15147,1
15148,2
15149,2
15150,0
15152,0
15153,2
15154,2
15156,2
15157,0
15158,2
15159,0
15160,1
15163,2
15164,0
15165,1
15167,1
15168,2
15171,1
15172,0
15174,1
15175,2
15178,1
15179,0
15180,1
15181,0
15182,2
15184,2
15185,2
15186,2
15187,0
15189,0
15192,0
15193,2
15194,0
15195,2
15197,0
15198,2
15199,0
15201,0
15203,0
15204,1
15205,2
15206,0
15208,0
15210,1
15211,0
15212,1
15213,1
15214,0
15215,0
15216,2
15218,0
15219,1
15220,0
15221,1
15222,1
15223,1
15224,1
15225,1
15226,1
15227,0
15228,0
15230,1
15232,2
15234,1
15235,0
15236,1
15237,0
15238,0
15239,2
15240,0
15241,0
15243,2
15244,0
15245,2
15246,1
15247,2
15249,0
15251,0
15252,2
15253,0
15254,2
15255,2
15256,1
15257,1
15258,2
15260,0
15261,2
15262,1
15263,2
15264,2
15265,2
15266,1
15267,2
15269,2
15270,0
15271,0
15272,2
15274,2
15275,2
15276,2
15277,2
15279,1
15280,1
15281,0
15286,2
15287,2
15288,0
15289,0
15290,0
15291,0
15292,1
15296,0
15297,2
15298,0
15299,0
15300,2
15301,0
15303,1
15304,0
15306,2
15307,2
15308,1
15311,0
15312,0
15313,2
15314,1
15315,2
15316,1
15318,2
15319,1
15320,2
15321,0
15322,2
15325,2
15326,1
15327,2
15329,0
15330,2
15332,1
15333,1
15334,2
15335,2
15339,0
15341,2
15342,2
15343,2
15344,2
15345,2
15346,1
15347,1
15348,2
15349,2
15350,1
15351,0
15353,1
15355,2
15356,0
15358,0
15360,2
15361,1
15363,1
15364,2
15365,0
15366,0
15367,0
15368,2
15369,1
15370,0
15372,2
15373,0
15374,2
15376,0
15379,0
15380,0
15381,1
15382,0
15384,0
15385,2
15386,1
15388,1
15389,1
15392,0
15393,0
15394,0
15395,1
15396,2
15397,1
15398,2
15399,2
15400,0
15402,2
15405,1
15406,0
15407,0
15408,1
15410,0
15411,0
15412,1
15414,0
15415,1
15416,0
15417,2
15419,2
15421,0
15422,1
15423,2
15424,1
15426,0
15427,2
15428,2
15429,2
15432,2
15433,0
15434,0
15435,2
15436,0
15437,1
15438,2
15440,2
15442,1
15443,0
15444,2
15445,1
15447,1
15448,1
15449,0
15450,2
15452,0
15453,0
15454,1
15456,1
15457,1
15458,2
15460,1
15462,2
15463,2
15464,1
15465,0
15466,2
15467,2
15468,0
15469,2
15471,2
15472,2
15473,2
15475,2
15478,2
15480,2
15482,0
15483,2
15484,2
15485,0
15488,2
15489,0
15491,0
15492,2
15493,0
15494,2
15497,0
15498,0
15500,2
15502,0
15503,1
15504,2
15505,2
15506,2
15507,1
15508,1
15510,1
15511,2
15512,2
15513,0
15514,0
15516,2
15517,1
15518,0
15520,2
15521,0
15522,2
15523,2
15524,2
15525,0
15526,2
15527,0
15528,1
15529,0
15530,0
15531,2
15532,0
15533,2
15535,0
15537,1
15539,2
15540,2
15541,2
15543,1
15544,0
15545,0
15547,0
15549,0
15550,0
15551,2
15552,1
15553,2
15554,1
15555,0
15556,2
15557,2
15561,0
15562,1
15563,0
15565,2
15567,2
15568,2
15569,0
15570,0
15571,2
15572,0
15573,2
15574,0
15576,2
15577,2
15578,1
15579,0
15581,0
15582,0
15584,2
15585,1
15587,0
15589,1
15590,1
15592,2
15593,2
15594,0
15596,0
15597,2
15598,2
15599,0
15601,0
15602,0
15603,2
15604,2
15605,0
15606,0
15607,1
15608,2
15609,1
15610,2
15611,0
15612,2
15615,0
15618,2
15619,2
15620,0
15621,2
15622,0
15623,2
15624,2
15625,2
15626,0
15628,0
15630,0
15632,0
15634,2
15636,0
15637,2
15638,1
15639,2
15640,0
15641,0
15643,1
15644,2
15645,2
15646,0
15648,1
15649,1
15651,0
15652,2
15653,2
15654,2
15655,1
15656,0
15657,2
15658,0
15659,2
15660,0
15661,1
15663,2
15664,0
15665,2
15667,2
15668,1
15669,0
15670,1
15671,0
15673,0
15674,0
15675,0
15676,0
15677,2
15678,2
15679,0
15680,0
15681,0
15683,2
15687,0
15689,0
15690,2
15691,1
15692,2
15694,0
15695,1
15696,0
15699,2
15700,2
15701,2
15703,1
15704,2
15705,1
15706,2
15707,2
15708,0
15709,1
15712,0
15713,0
15714,2
15716,0
15717,1
15719,0
15720,2
15721,2
15722,0
15723,1
15724,1
15725,2
15727,0
15728,2
15729,1
15730,2
15732,1
15733,1
15734,2
15737,0
15738,0
15739,2
15740,2
15743,0
15744,2
15745,0
15746,2
15747,0
15748,2
15749,1
15750,0
15752,0
15753,1
15754,0
15755,0
15756,0
15757,2
15758,2
15759,1
15762,2
15763,2
15764,0
15766,2
15768,2
15769,0
15773,2
15774,2
15775,1
15776,2
15777,1
15780,1
15781,0
15782,2
15783,2
15785,0
15786,2
15787,2
15789,1
15790,2
15791,0
15793,0
15795,2
15796,0
15797,0
15799,0
15800,2
15801,2
15802,1
15803,2
15804,0
15805,0
15806,0
15807,2
15808,1
15809,0
15810,0
15811,0
15812,0
15813,1
15814,2
15815,0
15819,0
15820,1
15821,2
15822,0
15823,1
15825,1
15826,0
15827,0
15829,2
15830,2
15831,0
15832,1
15834,0
15835,0
15836,2
15837,2
15838,0
15839,2
15840,2
15841,0
15843,1
15844,2
15845,0
15847,0
15850,2
15852,1
15853,2
15854,0
15855,2
15856,0
15857,2
15858,0
15860,0
15861,0
15862,0
15863,2
15864,0
15865,0
15866,2
15867,0
15869,1
15870,2
15872,2
15874,0
15877,2
15880,1
15881,1
15882,1
15883,2
15885,0
15886,2
15888,2
15889,0
15891,1
15894,1
15895,1
15897,1
15898,0
15899,1
15900,2
15901,2
15903,0
15904,2
15906,0
15907,0
15909,1
15910,0
15912,1
15916,0
15917,1
15918,1
15919,0
15920,2
15921,1
15922,1
15923,1
15925,1
15930,2
15932,0
15933,2
15935,1
15937,2
15938,0
15939,0
15940,1
15942,2
15944,1
15945,1
15947,2
15948,2
15949,2
15950,0
15951,0
15952,0
15953,0
15955,0
15957,2
15958,2
15963,2
15965,0
15967,0
15969,0
15970,1
15971,0
15973,1
15974,0
15975,2
15976,2
15977,2
15978,2
15980,0
15981,0
15983,0
15984,0
15985,2
15986,2
15987,0
15988,2
15990,0
15992,2
15993,2
15994,2
15996,0
15998,0
16000,2
16003,0
16005,0
16006,1
16007,0
16008,0
16009,2
16010,1
16011,0
16012,2
16013,0
16014,0
16015,2
16016,0
16017,2
16018,2
16019,0
16020,2
16022,1
16023,0
16024,2
16025,2
16026,2
16027,0
16029,0
16030,1
16031,2
16033,0
16034,1
16036,0
16037,1
16038,0
16040,0
16041,2
16042,0
16043,0
16045,0
16048,0
16049,2
16050,1
16052,2
16053,2
16054,2
16055,1
16056,2
16057,0
16059,0
16061,1
16062,0
16063,1
16065,1
16066,2
16070,2
16071,2
16072,1
16073,1
16076,0
16078,1
16079,2
16080,2
16081,0
16083,0
16084,1
16085,0
16086,0
16091,2
16092,2
16093,2
16094,0
16096,1
16097,1
16098,0
16099,0
16101,2
16102,2
16103,0
16104,2
16105,1
16106,2
16107,0
16108,2
16109,1
16110,0
16112,0
16113,1
16114,1
16115,0
16116,1
16117,1
16119,2
16120,2
16121,0
16122,0
16123,2
16124,1
16125,1
16126,0
16127,2
